Issue Date
Flags:  0=Forecast, 1=Estimated, 2=Observed

Date_Time                   F10          Kp     F10Flag      KpFlag  F10_41dAvg   24HrKpAvg    NHemiPow NHemiPowIdx    SHemiPow SHemiPowIdx       SW_Bt    SW_Angle SW_Velocity       SW_Bz      SW_Den
2013-03-16T18:31:00Z 124.8000000   1.6094778           2           1 112.1505882   2.8688889  34.7590000          -1  34.7590000          -1   5.3265467 139.8645144       450.0  -2.0400000   4.3700000
2013-03-16T18:32:00Z 124.8000000   1.6076222           2           1 112.1505882   2.8711111  35.6770000          -1  35.6770000          -1   5.5620500 177.6626941       448.0  -2.9400000   4.4900000
2013-03-16T18:33:00Z 124.8000000   1.6057667           2           1 112.1505882   2.8733333  34.0450000          -1  34.0450000          -1   5.8656543 146.4819914 446.7000000  -2.3100000   4.5700000
2013-03-16T18:34:00Z 124.8000000   1.6039111           2           1 112.1505882   2.8755556  31.0870000          -1  31.0870000          -1   5.8724867 146.7317343 446.7000000  -1.8900000   4.5700000
2013-03-16T18:35:00Z 124.8000000   1.6020556           2           1 112.1505882   2.8777778  29.7610000          -1  29.7610000          -1   5.8065222 131.7947841 434.3000000  -1.1800000   4.0200000
2013-03-16T18:36:00Z 124.8000000   1.6002000           2           1 112.1505882   2.8800000  29.7610000          -1  29.7610000          -1   5.8065222 131.7947841 434.3000000  -1.1800000   4.0200000
2013-03-16T18:37:00Z 124.8000000   1.5983444           2           1 112.1505882   2.8822222  29.5570000          -1  29.5570000          -1   5.7999741 143.9992510 434.3000000  -1.2800000   4.0200000
2013-03-16T18:38:00Z 124.8000000   1.5964889           2           1 112.1505882   2.8844444  29.4550000          -1  29.4550000          -1   5.8226111 174.4470290 434.3000000  -1.4400000   4.0200000
2013-03-16T18:39:00Z 124.8000000   1.5946333           2           1 112.1505882   2.8866667  31.2910000          -1  31.2910000          -1   5.8359061 173.5504653 434.3000000  -1.1500000   4.0200000
2013-03-16T18:40:00Z 124.8000000   1.5927778           2           1 112.1505882   2.8888889  33.0250000          -1  33.0250000          -1   5.8359061 173.5504653 434.3000000  -1.1500000   4.0200000
2013-03-16T18:41:00Z 124.8000000   1.5909222           2           1 112.1505882   2.8911111  34.2490000          -1  34.2490000          -1   5.7561619 157.9727213 434.3000000  -1.3100000   4.0200000
2013-03-16T18:42:00Z 124.8000000   1.5890667           2           1 112.1505882   2.8933333  34.9630000          -1  34.9630000          -1   5.7678679 186.3401917 434.3000000  -0.8100000   4.0200000
2013-03-16T18:43:00Z 124.8000000   1.5872111           2           1 112.1505882   2.8955556  35.8810000          -1  35.8810000          -1   5.7673044 172.9834983 435.7000000  -0.6500000   4.5100000
2013-03-16T18:44:00Z 124.8000000   1.5853556           2           1 112.1505882   2.8977778  35.8810000          -1  35.8810000          -1   5.7303839 195.3762512 435.7000000  -0.8000000   4.5100000
2013-03-16T18:45:00Z 124.8000000   1.5835000           2           1 112.1505882   2.9000000  36.7990000          -1  36.7990000          -1   5.6369318 301.7594801 435.7000000   0.6500000   4.5100000
2013-03-16T18:46:00Z 124.8000000   1.5816444           2           1 112.1505882   2.9022222  37.9210000          -1  37.9210000          -1   5.6615457 302.0354913 435.7000000   1.0700000   4.5100000
2013-03-16T18:47:00Z 124.8000000   1.5797889           2           1 112.1505882   2.9044444  38.6350000          -1  38.6350000          -1   5.6644329 300.4872191 435.7000000   1.3600000   4.5100000
2013-03-16T18:48:00Z 124.8000000   1.5779333           2           1 112.1505882   2.9066667  37.7170000          -1  37.7170000          -1   5.6915815 345.8931953 441.7000000   1.9100000   4.3800000
2013-03-16T18:49:00Z 124.8000000   1.5760778           2           1 112.1505882   2.9088889  33.4330000          -1  33.4330000          -1   5.1597481 302.1167235 441.7000000   1.4500000   4.3800000
2013-03-16T18:50:00Z 124.8000000   1.5742222           2           1 112.1505882   2.9111111  28.1290000          -1  28.1290000          -1   5.6056489 301.7375585 441.7000000   1.6700000   4.3800000
2013-03-16T18:51:00Z 124.8000000   1.5723667           2           1 112.1505882   2.9133333  25.9870000          -1  25.9870000          -1   5.6232553 308.6846654 452.1000000   2.2500000   4.3300000
2013-03-16T18:52:00Z 124.8000000   1.5705111           2           1 112.1505882   2.9155556  25.3750000          -1  25.3750000          -1   5.6278060 316.9932481 452.1000000   2.2300000   4.3300000
2013-03-16T18:53:00Z 124.8000000   1.5686556           2           1 112.1505882   2.9177778  25.9870000          -1  25.9870000          -1   5.0833552 302.6150308       488.0   2.4700000   4.3900000
2013-03-16T18:54:00Z 124.8000000   1.5668000           2           1 112.1505882   2.9200000  26.3950000          -1  26.3950000          -1   4.6281854 301.4295656 487.6000000   2.3100000   4.4000000
2013-03-16T18:55:00Z 124.8000000   1.5649444           2           1 112.1505882   2.9222222  26.3950000          -1  26.3950000          -1   4.7140110 307.0218755 446.6000000   2.2700000   5.0100000
