Magnetometer grid (GEO) [deg] dB (North-East-Down) [nT]
      0  1.2000000000E+02  2  0 15
       3       3
Lon Lat dBn dBe dBd dBnMhd dBeMhd dBdMhd dBnFac dBeFac dBdFac dBnHal dBeHal dBdHal dBnPed dBePed dBdPed
  0.0000000000E+00 -8.0000000000E+01  3.9238454085E+01  5.6247658884E+01  2.3422765263E+01  1.7815781284E+01  1.3096412453E+01 -4.6336358105E+00  2.2483711181E+01  7.7704505183E+00  7.7631067409E+00  5.3604936103E+00  3.2777982137E+01  2.0688745937E+01 -6.4215319904E+00  2.6028137757E+00 -3.9545160492E-01
  1.2000000000E+02 -8.0000000000E+01 -6.0287026345E+01 -1.3369411507E+01  4.4345844103E+01 -2.3236312979E+01  6.7273779400E+00  3.4572137910E+00 -2.6992243964E+01  8.6195802158E+00 -1.3057044920E+00 -1.7544477954E+01 -2.8417574176E+01  2.5699311858E+01  7.4860085524E+00 -2.9879548636E-01  1.6495022946E+01
  2.4000000000E+02 -8.0000000000E+01 -5.1543173701E+00  3.6588734021E+01  6.0928149851E+01 -1.8748821180E+00  2.2903479452E+01  3.3633470594E+00 -6.2196535420E-01  1.6659673580E+01 -5.3287725658E-01 -1.0196434002E+01 -4.0383850103E+00  5.7949971078E+01  7.5389641043E+00  1.0639659991E+00  1.4770897007E-01
  0.0000000000E+00  0.0000000000E+00  6.9204070250E+00 -2.4016309241E-01 -4.1844576195E+00 -4.1760832662E+00  4.8858771531E-01  2.0830603365E+00  7.1947955311E+00 -3.6937628729E-01 -6.4516154761E+00  2.1440788250E+00 -2.3618025516E-01  2.8392213542E-01  1.7576159350E+00 -1.2319426526E-01 -9.9824615306E-02
  1.2000000000E+02  0.0000000000E+00  3.6915384980E+00  9.6495973359E+00  6.4755437495E-01  8.0488537186E+00 -4.3537296433E+00  3.5016987606E+00 -4.1927063631E+00  1.4108651799E+01 -3.9980845923E+00 -9.9481646207E-01  1.6871459046E+00  1.6507439113E+00  8.3020760455E-01 -1.7924707243E+00 -5.0680370476E-01
  2.4000000000E+02  0.0000000000E+00  3.0944586295E+00  1.0016048158E+01  4.4535662080E+00  8.5106952924E+00 -2.8690883922E+00 -1.0321504231E+00 -3.7118522801E+00  1.3340736761E+01  3.4487568203E+00 -1.3467852231E-01 -3.8995081130E-01  1.2943396738E+00 -1.5697058605E+00 -6.5649399335E-02  7.4262013692E-01
  0.0000000000E+00  8.0000000000E+01  6.8129907063E+01  1.9996856989E+01 -1.8156492497E+01  1.4284501970E+01  1.8946897619E+01 -1.0529914251E+00  1.7434903812E+01  1.5941956645E+01 -4.3350117888E+00  3.5356212084E+01 -5.5648969421E+00  6.1872976530E+00  1.0542891969E+00 -9.3271003339E+00 -1.8955786936E+01
  1.2000000000E+02  8.0000000000E+01  4.7311130414E+01  3.8920997608E+01 -2.0400974352E+01 -7.0741635593E+00  2.0762551897E+01 -9.1582472391E+00 -1.0768288377E+01  1.3190900207E+01  4.5620723683E+00  4.5333189745E+01  3.2024851667E+01  8.7271467461E+00  1.9820392606E+01 -2.7057306164E+01 -2.4531946227E+01
  2.4000000000E+02  8.0000000000E+01 -1.1799065824E+01  3.8911900243E+01 -5.5211808618E+01 -2.3054190148E+01  7.3921580344E-01 -9.4993555081E+00 -2.9094255238E+01  1.0181198325E+00  4.9958080615E+00  1.0181592065E+01  4.9900132504E+01 -2.6141927595E+01  3.0167787497E+01 -1.2745567897E+01 -2.4566333576E+01
