Coefficients order=90 center=CT2039:180
Observation time: 2006.02.01_14:17:32
B0 angle & Nmax:        0          90





Max Harmonic Order:90   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)
      45      12      2.98225      1.35060
      45      13    -0.533906    -0.977177
      45      14     0.430716      2.56610
      45      15      1.93983     -2.00491
      45      16     -1.54186    -0.931143
      45      17      1.54912    -0.380381
      45      18      1.59021     -3.52153
      45      19    0.0655400      1.42569
      45      20      1.51044     0.234502
      45      21     -2.87969     0.993745
      45      22     0.362015     0.938463
      45      23     0.850203     -3.06055
      45      24    -0.145315     0.805937
      45      25      2.84478      1.03626
      45      26     -2.08261      2.38627
      45      27    -0.184438     0.746024
      45      28   -0.0723228     -2.26959
      45      29    -0.612513     -1.32893
      45      30      4.34406    -0.553532
      45      31     -1.32641     0.717484
      45      32    -0.402507      3.54423
      45      33     -3.04784    -0.334326
      45      34     0.894120    -0.207293
      45      35      3.52749     0.967404
      45      36    -0.299421      1.11718
      45      37     0.736973      1.78930
      45      38     -3.11917     -3.91225
      45      39      1.73691   0.00417740
      45      40     0.762959     -2.17890
      45      41     -1.13577      3.80033
      45      42     -2.23395     -4.07047
      45      43      3.83261      1.88459
      45      44     -3.34228    -0.643274
      45      45     0.123532    -0.432314
      46       0     0.107899      0.00000
      46       1     -1.49463      1.81818
      46       2    -0.547468     0.256627
      46       3    -0.583083     -1.27008
      46       4     0.182695     0.841787
      46       5      1.64638     -1.03115
      46       6    -0.816848    -0.388445
      46       7      1.32420      1.09005
      46       8     0.756723     -1.43618
      46       9     -1.25446      1.24366
      46      10     0.440303      1.53078
      46      11    -0.801381    -0.843374
      46      12     -1.51694      1.76249
      46      13      1.73132     -1.49450
      46      14    0.0315557    -0.803759
      46      15    -0.600844      1.62575
      46      16      1.22683     -1.81539
      46      17     -3.53725     0.688307
      46      18      1.29082   -0.0298063
      46      19     -2.48184     -2.38358
      46      20    -0.248924      1.37734
      46      21     0.863278     0.161757
      46      22    -0.697830      1.53413
      46      23    -0.638687      3.44939
      46      24     -2.08680     -3.56404
      46      25    -0.217764     0.812838
      46      26      2.30756     -2.50616
      46      27    -0.562835     0.905378
      46      28    -0.559554      2.28584
      46      29     -4.17206    -0.250040
      46      30     -2.53150     0.625609
      46      31      1.36170     -1.47311
      46      32     0.515806      1.14377
      46      33      1.78372      2.15974
      46      34    -0.579542     0.503918
      46      35     -1.18309    -0.922304
      46      36      1.53944     -1.85484
      46      37    -0.849104      1.40122
      46      38      1.36016      1.82619
      46      39     -3.74880     -1.06915
      46      40     0.687966    -0.821402
      46      41     0.551028     -1.31182
      46      42      1.70355      1.85299
      46      43     -4.18341     -1.07993
      46      44      1.03713    -0.531336
      46      45    -0.992800      3.34859
      46      46     0.283741     0.373099
      47       0      3.39874      0.00000
      47       1    -0.216127    -0.365782
      47       2     0.442848     0.813036
      47       3      1.14231     0.557809
      47       4     -2.91506    -0.876199
      47       5     -1.25692      1.32356
      47       6     0.155014     -2.86054
      47       7     -1.42215    -0.949273
      47       8     0.761296     0.987007
      47       9     0.954080     -2.11392
      47      10    -0.847917      1.20017
      47      11      2.39758     0.248366
      47      12     -1.57741    -0.700730
      47      13    -0.707895      2.26397
      47      14  -0.00405606     -2.27988
      47      15     -2.35130    -0.330231
      47      16      1.90607      2.10200
      47      17     0.711734     -1.50566
      47      18     -2.14971      2.97554
      47      19     0.739858    -0.767106
      47      20     -3.03301    -0.739593
      47      21     0.428652    -0.414592
      47      22      2.58468     -1.67001
      47      23     -2.00306     0.799704
      47      24      1.93997      1.39275
      47      25     -3.00581    -0.958450
      47      26    -0.792090    -0.922657
      47      27    -0.235177     -1.45364
      47      28    0.0172699    -0.540030
      47      29      1.98709      2.90793
      47      30     -2.24212    -0.338701
      47      31    -0.624935      1.28412
      47      32      1.14039     -3.40219
      47      33      1.36985    -0.555426
      47      34      2.37990     0.395873
      47      35    -0.531081    0.0393847
      47      36     -1.77818      1.55626
      47      37    -0.558851     -4.93939
      47      38      1.91651      1.76533
      47      39     0.462120     -1.56242
      47      40     -1.31838      2.59270
      47      41   -0.0487170     -1.84620
      47      42    -0.579353     -1.51480
      47      43      1.35404    -0.772654
      47      44     -3.35753     0.182782
      47      45     0.479990     -1.47637
      47      46      1.06071      1.24813
      47      47     0.607108     0.480325
      48       0   -0.0378789      0.00000
      48       1      1.81610     -1.88914
      48       2     0.542051     -2.17461
      48       3     0.190568      2.03911
      48       4      1.61345    -0.111723
      48       5     -1.99326     0.635456
      48       6    -0.299333     0.731169
      48       7     0.368401     -2.23562
      48       8     -1.04238    -0.201699
      48       9      1.34099     0.231997
      48      10    -0.268729     -2.57540
      48      11    -0.145580      2.02927
      48      12      2.27713     -1.41324
      48      13     -1.59823    0.0338825
      48      14     0.295077      1.11571
      48      15     0.235073     -1.17377
      48      16     -1.74415    -0.333332
      48      17      3.01669     0.440459
      48      18     -1.64369     -1.08668
      48      19      1.46085      2.61028
      48      20    -0.201687    -0.461563
      48      21     -2.90846     -1.58264
      48      22    -0.483897     0.705313
      48      23    -0.215273     -4.31305
      48      24     0.401129      2.31492
      48      25      2.58699    0.0859017
      48      26     -1.77087      2.46653
      48      27    -0.568867      1.04863
      48      28      1.02591     -1.72083
      48      29      2.13030     -1.13023
      48      30      3.89693    -0.754703
      48      31     0.233985     0.197803
      48      32     -1.07235     0.799927
      48      33     -2.11043     -3.73287
      48      34     -1.69466     -1.70382
      48      35      1.64101    -0.796272
      48      36     -1.83959      1.27820
      48      37    -0.259259      1.66697
      48      38     -2.59272     -1.78460
      48      39      1.43493    -0.866703
      48      40     0.621287     -2.36635
      48      41     -2.21748      2.40553
      48      42     -1.34984     -1.29990
      48      43    -0.750345     0.173586
      48      44      4.04863    -0.261062
      48      45     -1.92105      2.43617
      48      46      1.40427     -3.16856
      48      47    -0.320888   -0.0256120
      48      48    -0.126994     0.788768
      49       0     0.666704      0.00000
      49       1    -0.547205     0.459691
      49       2    -0.500588    -0.658348
      49       3     -1.43634     -1.32113
      49       4      2.04520      1.99467
      49       5      1.23787     -1.34383
      49       6    -0.643538    -0.496634
      49       7      1.51176      1.86820
      49       8   0.00752805     -1.92458
      49       9    -0.474556      1.08586
      49      10    0.0944781     0.677570
      49      11     -1.56299     -1.50207
      49      12     0.811877      1.17872
      49      13     0.237217     -1.73436
      49      14     -1.55361    0.0987406
      49      15     0.907824      1.84793
      49      16     0.600522     -1.19622
      49      17     -1.31613      2.04203
      49      18      2.20845     -2.12776
      49      19     -1.76108    -0.546079
      49      20      1.52240     0.651409
      49      21      1.13291     0.709114
      49      22     -2.46735      1.67534
      49      23     0.506618      1.54396
      49      24     -2.76138     -2.09079
      49      25      1.50481      1.12005
      49      26      2.61574    0.0226764
      49      27     0.889352      1.41815
      49      28     0.323498      3.00283
      49      29    -0.746971     -3.27678
      49      30     0.260586    -0.174502
      49      31      3.27075     -3.97480
      49      32      1.34087     0.662578
      49      33      1.36604      1.56119
      49      34     -1.93826    -0.123844
      49      35     -1.78569     0.957458
      49      36      2.08817     -1.75393
      49      37      1.23678      2.31955
      49      38      2.28085     0.502654
      49      39     -1.77574     0.674641
      49      40     0.663331     -1.74451
      49      41    -0.159986     -2.35978
      49      42      1.77813      2.90885
      49      43     -1.26108     0.319168
      49      44     -1.85085    -0.168952
      49      45      2.91484     -2.55300
      49      46      1.28078      3.96868
      49      47     -1.58296     -1.94246
      49      48      1.46795      1.74941
      49      49    -0.458682     -1.01316
      50       0     0.850124      0.00000
      50       1    -0.468865    -0.211785
      50       2    -0.572384      2.65384
      50       3    -0.663198     -1.34202
      50       4     -2.86121    -0.180101
      50       5    -0.552429     0.862588
      50       6     0.839072     -2.29951
      50       7     0.332276     0.859379
      50       8      1.28812     0.146357
      50       9     -1.05266    -0.755582
      50      10    -0.503091      3.09192
      50      11      2.17021     -1.50262
      50      12     -2.53250      1.52107
      50      13     0.377821      1.27411
      50      14      1.43985     -1.43512
      50      15     -1.79882     0.535157
      50      16      3.02480    0.0342780
      50      17     -1.63879    -0.875834
      50      18      1.30234      1.55824
      50      19     -1.15894     -1.48877
      50      20     -2.88690    -0.976384
      50      21     0.799833      1.50446
      50      22      2.63510     -2.34019
      50      23     -1.23011      4.29939
      50      24      1.06439     0.168637
      50      25     -1.80241    0.0503343
      50      26     0.987961     -1.08051
      50      27      1.24429     -3.50888
      50      28     0.861478     0.543796
      50      29     0.854726      2.45663
      50      30     -2.61459     0.740540
      50      31     -2.38333     0.481198
      50      32    -0.191876     -1.82078
      50      33     0.447387      1.54085
      50      34      3.46178      1.11804
      50      35    -0.818879     0.816073
      50      36     0.302940      1.29734
      50      37    0.0485567     -4.31028
      50      38      1.76488     0.315706
      50      39      1.74350     0.179971
      50      40    -0.801635      2.69726
      50      41     0.938807    -0.595713
      50      42    -0.776521     -1.15086
      50      43      3.08548    -0.676857
      50      44     -1.01273    -0.471577
      50      45    -0.179671     0.873898
      50      46     -2.25059     -3.57302
      50      47      2.88410      2.43701
      50      48     -4.35357     0.772190
      50      49      2.71691     -1.60680
      50      50     0.555154    -0.932717
      51       0     0.703268      0.00000
      51       1      2.79009    -0.830817
      51       2     0.200573    -0.137731
      51       3      1.50457      2.33867
      51       4    -0.519178    -0.461639
      51       5     -2.37837     0.492400
      51       6   -0.0733508    -0.444365
      51       7    -0.625718     -1.74599
      51       8    -0.565454      1.85905
      51       9      2.10739    -0.890162
      51      10     -1.43857    -0.892062
      51      11      1.38718      2.12459
      51      12      1.71289    -0.777370
      51      13    -0.816450     0.149645
      51      14     0.780007      1.33237
      51      15    -0.812695     -2.52904
      51      16     -1.18952      1.36428
      51      17      2.03763     -1.51891
      51      18     -2.15481    -0.764488
      51      19      1.22567     0.536111
      51      20    0.0719485     -1.15649
      51      21     -3.17063     0.300406
      51      22      3.95376     0.487346
      51      23    -0.970798     -2.16366
      51      24      2.03366     0.898454
      51      25     0.588680     0.510909
      51      26     -2.48244     0.400360
      51      27     -1.62737     0.196616
      51      28     -1.32080     -3.79186
      51      29   -0.0231806     0.609719
      51      30     0.316020     0.270712
      51      31     -2.36085      2.67410
      51      32     -2.21065      1.12136
      51      33     -1.36135    -0.610610
      51      34     0.218882     -1.41817
      51      35      2.58096    -0.644431
      51      36     -1.86003     0.902483
      51      37    -0.535742     0.845740
      51      38     -2.87498     -1.73856
      51      39    -0.627629      1.40521
      51      40      1.20968     0.430654
      51      41    -0.165209      3.55742
      51      42     0.325845     -1.37320
      51      43     -1.96345    -0.512005
      51      44      2.79198    -0.489804
      51      45     -1.60661      1.41627
      51      46     0.160124      1.30401
      51      47     -4.34456     0.360352
      51      48      3.93179     -1.35419
      51      49     -1.11584     0.952002
      51      50     0.146644     -4.05576
      51      51    -0.433859     0.434249
      52       0    -0.224628      0.00000
      52       1     0.657640     0.639994
      52       2     0.187968     -2.19075
      52       3    -0.344987     0.151348
      52       4      3.23887     0.195052
      52       5     0.142274     -1.95974
      52       6    -0.965300     0.648569
      52       7     0.870340      1.29092
      52       8     -1.44093     -1.04342
      52       9     0.212585      1.52930
      52      10      2.49155     -1.07604
      52      11     -1.74687    -0.361713
      52      12      1.24188    -0.228342
      52      13     0.783450     -2.05640
      52      14     -1.51037     0.595782
      52      15      1.04819     0.962804
      52      16     -2.88097     -1.66753
      52      17    -0.191016      2.13364
      52      18     0.124308     -1.44355
      52      19   -0.0969343     0.165462
      52      20     0.328832      1.90177
      52      21    -0.249309    -0.961107
      52      22     -1.29845      1.34310
      52      23   -0.0897910     -1.79297
      52      24     -1.48617    -0.832487
      52      25      2.03525    -0.202154
      52      26      1.24543    -0.488411
      52      27     -1.23569      3.00244
      52      28     0.698338      1.73414
      52      29     -2.60957     -2.58541
      52      30      1.42753    -0.135188
      52      31      3.84505     -2.36306
      52      32     0.718498      1.44208
      52      33     0.173848     0.423375
      52      34     -2.40420    -0.640255
      52      35    -0.152154     -1.26240
      52      36     -1.23182     -2.82287
      52      37   -0.0725615      1.55168
      52      38      1.60917    0.0323270
      52      39     -2.19244    -0.255128
      52      40     0.377677    -0.977659
      52      41 -0.000821468     -2.10885
      52      42      1.54116      1.57551
      52      43     -1.26320    -0.115117
      52      44     -1.59385      1.82297
      52      45      1.09996     -2.80225
      52      46     0.802325      1.95841
      52      47      1.35606      2.15670
      52      48    -0.951784      1.86248
      52      49      1.02317     -2.22637
      52      50     0.948318      2.47509
      52      51     -2.01977    -0.590461
      52      52    -0.163363      1.37376
      53       0      1.99143      0.00000
      53       1     -1.67880     0.490463
      53       2      1.12637      1.98079
      53       3     -1.05351     -1.60461
      53       4   -0.0569146     0.473161
      53       5      2.17687    -0.138600
      53       6     0.313843     -1.10775
      53       7     0.604714      2.59923
      53       8      1.84385    -0.697985
      53       9     -1.79464    -0.525414
      53      10      1.12222     0.649408
      53      11     -1.55889     -1.49300
      53      12     -1.99093     0.559834
      53      13      1.10259     0.453910
      53      14    -0.133554     -2.16669
      53      15     -1.08345      1.67632
      53      16      3.18868   -0.0529849
      53      17     -1.19046      1.06730
      53      18     0.894203      1.41158
      53      19    -0.808973     -1.68116
      53      20     -2.46715    -0.645487
      53      21      2.96578     0.458271
      53      22    -0.200434    -0.681009
      53      23    -0.762574      4.05012
      53      24    -0.898545    -0.158509
      53      25     -2.28982    -0.708232
      53      26      1.84634     0.329280
      53      27      1.27655     -1.86509
      53      28      1.54857      4.15206
      53      29      2.37341     0.874081
      53      30     -1.93110     0.468749
      53      31      1.15756     -1.61063
      53      32      1.97890     -3.03290
      53      33     0.941989     -1.33636
      53      34      2.16324     0.635203
      53      35     -1.97277    0.0488002
      53      36     -1.24145     0.556425
      53      37     -1.40818     -2.16349
      53      38      1.55630     0.197817
      53      39      1.57176     -1.21646
      53      40     -2.11335     0.645857
      53      41     0.541397     -1.61172
      53      42     -1.28459     -1.63719
      53      43      2.18832    -0.777022
      53      44   -0.0701577   -0.0673033
      53      45    -0.490610      2.57721
      53      46    -0.344162     -3.47071
      53      47      1.50976      1.99219
      53      48     0.711273     -1.59789
      53      49    -0.379428      1.57801
      53      50     -1.74555    -0.630584
      53      51      2.07882      2.19733
      53      52    -0.533714      2.48155
      53      53    -0.264062    -0.159101
      54       0    -0.510051      0.00000
      54       1   -0.0390460    -0.625113
      54       2     -1.20372      2.36662
      54       3     0.491688      1.33419
      54       4     -2.60189    -0.321444
      54       5    -0.910753      1.35036
      54       6     0.329443     -1.10403
      54       7     0.365520     0.146230
      54       8     0.743636      3.09057
      54       9      1.75792     -1.92671
      54      10     -1.43585     0.319448
      54      11     0.559808     0.826339
      54      12     0.426836    -0.694992
      54      13    -0.778227      1.01695
      54      14      1.76526      1.75686
      54      15     -2.46862    -0.647335
      54      16      1.96832     0.796934
      54      17      2.62026     -1.12076
      54      18    -0.292786     0.475252
      54      19     0.207765      2.85110
      54      20     -1.51065     -2.48072
      54      21     -1.74260      1.16097
      54      22      2.63124     -2.14573
      54      23      1.41918     0.357483
      54      24      1.77835      2.29126
      54      25     0.783903     0.860943
      54      26     -2.40743      1.10170
      54      27     0.919832    -0.896844
      54      28   -0.0760291     -3.44677
      54      29      2.16531     0.661843
      54      30     0.812898     -1.38823
      54      31     -2.10780      1.73015
      54      32     -1.35709    -0.342709
      54      33     -2.10253    -0.973913
      54      34      1.03480    -0.455304
      54      35      1.53192     0.699339
      54      36     0.235608      3.30589
      54      37    0.0307788      1.02433
      54      38     -3.02423     0.184056
      54      39      1.22209   -0.0595454
      54      40     0.579841    -0.571159
      54      41     -1.47106      2.33703
      54      42   -0.0812391     0.308078
      54      43     -2.45183     0.626456
      54      44      1.73170    -0.221949
      54      45      1.00727     -1.17109
      54      46      1.73197      1.22678
      54      47     -2.60251     -3.04389
      54      48      1.49490    -0.185687
      54      49    -0.391772     -2.50102
      54      50     0.875641      2.95992
      54      51     -2.13047     -1.27802
      54      52      2.43418    -0.623233
      54      53     -1.89400     0.540301
      54      54     0.247939    -0.627659
      55       0     -1.60990      0.00000
      55       1      1.01002     0.408844
      55       2     0.183067    -0.788416
      55       3    0.0681984      1.56504
      55       4     0.847988     0.608465
      55       5     0.902698    -0.748868
      55       6     -2.08901      2.27148
      55       7      1.37393    -0.765706
      55       8     -1.13344     0.770114
      55       9     0.223475      2.09055
      55      10      1.47012    -0.996777
      55      11     -1.32455     0.714946
      55      12      2.29750    0.0242843
      55      13      1.15358     -1.96926
      55      14     -1.24869      1.48178
      55      15      1.94899   -0.0320691
      55      16     -1.92237    -0.316495
      55      17     0.296990      1.49519
      55      18      1.74424     -1.68720
      55      19    -0.671773    0.0805660
      55      20      2.71854     0.456008
      55      21     -1.42142     0.221562
      55      22     0.645886      1.36707
      55      23     0.312097    -0.109300
      55      24    -0.186186     -2.43286
      55      25      1.73182    -0.189690
      55      26      1.10225    -0.226440
      55      27     -1.46315      2.21038
      55      28     -2.06977    -0.641960
      55      29     -3.06495     -1.29466
      55      30     0.767563    -0.553163
      55      31     0.666616    -0.631620
      55      32     -1.01224      3.49059
      55      33  -0.00291595      2.17373
      55      34     -2.93900     0.928243
      55      35    -0.246787     0.778086
      55      36      1.29707     -2.38855
      55      37      2.35798      2.11742
      55      38    -0.171886    -0.453476
      55      39     -1.84140      1.79651
      55      40    -0.238346    -0.532317
      55      41    -0.211675  -0.00606500
      55      42      1.93249      2.90995
      55      43     0.876316    -0.518910
      55      44     -1.52201      1.80671
      55      45      1.80709     -3.31645
      55      46    -0.702705     0.974836
      55      47      2.41546    -0.939139
      55      48     -2.21265      1.36553
      55      49      1.49448     -1.07079
      55      50     0.603995    -0.855411
      55      51      3.52317      1.49462
      55      52     -1.71622   -0.0506308
      55      53     0.892488     -1.67550
      55      54    -0.948666    -0.741141
      55      55      1.68799    -0.817779
      56       0      1.49347      0.00000
      56       1     -1.44023      2.31920
      56       2      2.28284     0.321692
      56       3    -0.756121     -2.30623
      56       4      1.37973    -0.400491
      56       5      3.21078     -1.80055
      56       6    -0.100675   -0.0474673
      56       7    -0.490781      1.93946
      56       8      2.09254     -1.75266
      56       9     -2.27221     0.519871
      56      10      2.63634     0.896655
      56      11   -0.0605856     -1.03213
      56      12    -0.949028    -0.309747
      56      13      1.55252    -0.115039
      56      14    -0.738600     -2.73515
      56      15     0.499328      1.20139
      56      16     0.546340    -0.839584
      56      17     -2.32858     0.592981
      56      18    0.0101332      1.91624
      56      19    -0.947757     -1.46690
      56      20     -2.21451      1.02920
      56      21      3.31370    -0.170916
      56      22    0.0403492    -0.538093
      56      23   -0.0550697      1.18105
      56      24    -0.889052     -2.03797
      56      25     -2.85971    -0.557543
      56      26      2.42736     -1.34200
      56      27     0.259652    -0.241908
      56      28      1.03064      3.41391
      56      29    -0.940052     0.985247
      56      30     -3.27363      1.24644
      56      31      1.07124     -1.41828
      56      32     0.842912     -1.58893
      56      33      2.97126     0.567561
      56      34      1.92329     0.107525
      56      35     -2.39255    -0.127983
      56      36    -0.171740     -1.64618
      56      37     -1.78383     -3.11867
      56      38      2.17068     -1.70022
      56      39      1.04079      1.28485
      56      40     -1.62530      1.64448
      56      41      1.70461    -0.136420
      56      42    -0.911075     -2.01612
      56      43      2.82422   -0.0752840
      56      44     -1.52879    -0.827699
      56      45    -0.476578      3.35365
      56      46     -2.61751     -2.43877
      56      47    -0.459322      2.08386
      56      48    0.0977229     -1.90774
      56      49    -0.917894      3.83836
      56      50     0.356768     -2.12483
      56      51     -1.94761    0.0340314
      56      52      2.67902     -2.71449
      56      53     -1.23312      2.25092
      56      54    0.0259772    -0.463368
      56      55      1.73941     0.403808
      56      56   -0.0834734    -0.211457
      57       0      1.79028      0.00000
      57       1    -0.545260    -0.557016
      57       2     0.401078      1.68563
      57       3     0.724116    -0.201690
      57       4     -3.22307     -2.05105
      57       5    -0.961982      2.24380
      57       6     0.716847     -1.58673
      57       7    -0.677958    -0.113607
      57       8      1.46844      1.33862
      57       9    -0.787332     -1.19532
      57      10    -0.705788     0.420942
      57      11     0.308775     0.449040
      57      12     -1.05009     -1.41852
      57      13     -1.78984      1.80318
      57      14     0.796949     -1.51923
      57      15     -1.91882    -0.665053
      57      16     0.931928      1.64581
      57      17     0.851363    -0.313485
      57      18     -1.52261      1.22093
      57      19      1.35900     0.537732
      57      20     -1.00236     -2.52993
      57      21    -0.793966      2.26189
      57      22      2.22335     -2.63313
      57      23     -1.75069     0.924791
      57      24      1.75149      2.43550
      57      25     -1.52643     0.447381
      57      26     -1.95472      2.01028
      57      27    0.0700162     -1.92360
      57      28      1.37765    -0.769324
      57      29      2.54367     0.591343
      57      30      1.38048     0.365772
      57      31    -0.723636      1.51295
      57      32     0.570953     -1.25861
      57      33     -2.01638     -2.90154
      57      34      2.37085    -0.910500
      57      35      1.11611     -1.26969
      57      36     -1.05930      1.86126
      57      37     -1.17353    -0.102350
      57      38     -2.67053    -0.444313
      57      39     0.197226     -1.01708
      57      40      3.01914    -0.862839
      57      41    -0.327145     0.754761
      57      42     0.746123     -2.66309
      57      43     -2.72619     0.389736
      57      44      2.48136     -2.66337
      57      45     -2.30590      2.01758
      57      46      1.83112      1.38564
      57      47     -2.34485      1.61203
      57      48     0.624683     0.488981
      57      49     0.262874     -1.08405
      57      50     0.440874      1.14684
      57      51    -0.199737    -0.654890
      57      52     -3.72066     0.541891
      57      53     -1.13534     -3.30716
      57      54      1.01273      2.50500
      57      55    -0.467364    -0.617801
      57      56      2.48426    -0.755993
      57      57    -0.661499      1.21786
      58       0     -2.98194      0.00000
      58       1     0.532290     -1.07182
      58       2    -0.385341     -2.44404
      58       3    0.0758091      1.48841
      58       4     0.188292     0.138808
      58       5    -0.729703      1.08494
      58       6    -0.958786      2.23708
      58       7    0.0311785    -0.930289
      58       8     -2.49942     0.952139
      58       9      1.67281     0.567276
      58      10    -0.294626    -0.982233
      58      11     -1.47331      1.19985
      58      12      1.83415     0.655080
      58      13     -2.35535    -0.811308
      58      14    -0.598135      2.18721
      58      15    0.0555159    -0.413485
      58      16    -0.781259     0.976686
      58      17      1.87113      1.07104
      58      18     0.212907     -1.89736
      58      19    -0.572777      2.41270
      58      20      2.61723   -0.0431650
      58      21    -0.773708     0.420388
      58      22    -0.412404      1.84535
      58      23      1.80366     -1.86507
      58      24    -0.608397     0.341336
      58      25      3.26008      1.17610
      58      26    -0.628540      1.77026
      58      27    -0.212724      2.82088
      58      28   -0.0782192     -1.03575
      58      29    -0.192054     -1.95534
      58      30      2.00171    -0.696425
      58      31     0.548738     0.166112
      58      32     0.233596      1.43251
      58      33     -1.31060      1.28452
      58      34     -3.44544    -0.781898
      58      35      1.12352    -0.167597
      58      36    -0.182844     -1.33929
      58      37      1.72268      3.18303
      58      38    -0.360483     0.709391
      58      39     -2.09459    -0.228442
      58      40      1.32186     -1.45280
      58      41     -1.00081     -1.87322
      58      42      2.83668      1.84225
      58      43     -2.30269    -0.519653
      58      44    -0.200878      2.28599
      58      45     0.448229     -2.29425
      58      46     0.925466      1.49617
      58      47      2.23237    -0.449627
      58      48    -0.675519     0.675740
      58      49     0.225820    -0.676753
      58      50     -1.14926     -1.26685
      58      51     0.702365    -0.708014
      58      52     0.432649    -0.604003
      58      53    -0.578915      1.30139
      58      54    -0.706683     -3.31354
      58      55      1.59649      1.74545
      58      56     -2.13663    -0.463505
      58      57     0.188341     0.855577
      58      58    -0.332565    0.0703019
      59       0     -3.18835      0.00000
      59       1     -2.30118      2.53130
      59       2     -1.17314     -1.49512
      59       3     -1.48894     -2.69465
      59       4      2.68615     0.577364
      59       5      2.02757     -1.10100
      59       6      1.20340      2.62230
      59       7     0.678527      1.11502
      59       8    -0.977273     -1.85590
      59       9     -2.18136     0.933131
      59      10      1.77887      1.10165
      59      11     -2.09289     -1.40539
      59      12    -0.634175      1.63777
      59      13      1.20144     -1.12959
      59      14    -0.725384     0.493120
      59      15      1.26122      2.02096
      59      16     0.768245    -0.931849
      59      17     -1.95408      2.09259
      59      18      1.69192    -0.580411
      59      19     -1.03581     -1.85683
      59      20     0.990107    -0.465669
      59      21      1.69985    -0.159736
      59      22     -2.22999     0.326374
      59      23     0.832313      2.57374
      59      24     -1.45345     -1.60901
      59      25    0.0363392     0.596715
      59      26      3.66601    -0.915519
      59      27     0.784577    -0.422203
      59      28     0.481089      3.28988
      59      29     -2.04895     0.326274
      59      30     -2.43686     0.432510
      59      31    -0.228645     -2.03329
      59      32   0.00555400     -1.16458
      59      33      2.09280      2.33743
      59      34    -0.396830     0.804827
      59      35     -2.47007      2.24612
      59      36     0.858358     -1.18991
      59      37    -0.126465     -1.39198
      59      38      2.80395     0.215911
      59      39     0.455897     0.216436
      59      40     -2.66587      1.77945
      59      41     0.742106     -1.24789
      59      42     -2.72255     0.735918
      59      43      2.55436    -0.272262
      59      44    -0.665533      1.01215
      59      45      1.94883      1.22871
      59      46     0.188483     -2.04661
      59      47   -0.0501152     -1.06435
      59      48     0.998301     -1.04329
      59      49     -2.48408     0.598500
      59      50      1.29069     0.636686
      59      51     -2.56742    -0.302534
      59      52      2.37374     0.151927
      59      53    -0.880415    -0.437852
      59      54      2.03602      1.80092
      59      55     -2.43259     0.154043
      59      56      2.58008     -1.15288
      59      57     -1.00531      1.98364
      59      58     -1.71945     0.951918
      59      59   -0.0393789     0.209634
      60       0      2.30235      0.00000
      60       1    -0.771512     0.536984
      60       2     0.748503      2.67131
      60       3      1.35790     -1.51219
      60       4     -1.70680     0.228764
      60       5     0.466600    -0.450853
      60       6      2.72091     -2.17351
      60       7     -2.07166    -0.687040
      60       8      2.33488      1.29215
      60       9     -2.67441    -0.301339
      60      10     -1.17818      1.31341
      60      11     0.625394     0.233537
      60      12     -1.65693   -0.0853458
      60      13     0.836389      1.68992
      60      14      1.85801     -1.85239
      60      15     -1.37065    -0.644185
      60      16      2.23948      1.07069
      60      17    -0.566330     -2.10521
      60      18    -0.950312      1.87251
      60      19     -1.96073     0.235942
      60      20     -2.14298     -1.49290
      60      21     0.819224      1.53683
      60      22      1.74755     -2.74596
      60      23     0.390360     0.590805
      60      24     0.917371    -0.104425
      60      25     -1.26164     -1.77588
      60      26     -1.40683     0.121847
      60      27      1.42204     -3.45791
      60      28     -1.47878    0.0255034
      60      29      1.46442      3.07874
      60      30     -1.49932      1.22624
      60      31     -3.19048     0.947055
      60      32     -1.01416    -0.517751
      60      33    -0.567568     -2.32329
      60      34      3.13270     0.344780
      60      35     0.725116    -0.650228
      60      36     0.100784      1.84158
      60      37     -1.79468    -0.750632
      60      38    -0.885360    0.0895236
      60      39      1.03642    -0.674468
      60      40     0.395902    -0.343301
      60      41      1.08295      2.35079
      60      42    -0.932513    -0.233485
      60      43     0.129592     0.720760
      60      44      1.49735     -2.83624
      60      45    0.0623708    -0.305884
      60      46     0.250868     0.924841
      60      47     -1.89402     -1.58639
      60      48     -1.98622      1.41847
      60      49     0.919995     -1.77514
      60      50    -0.169547      2.07539
      60      51     0.493162    -0.792888
      60      52     -2.01692      1.58106
      60      53     0.564109     -1.64306
      60      54     -1.53694     0.212779
      60      55      2.98097      1.01040
      60      56     -2.86580      2.50946
      60      57      1.38065     -2.90499
      60      58      1.88094      2.00942
      60      59     -1.49685    -0.557691
      60      60      1.03606      1.29782
      61       0     -1.69409      0.00000
      61       1      2.26455     -1.41475
      61       2    -0.333052     -2.21603
      61       3      1.01535      2.05020
      61       4    -0.379676     -1.28739
      61       5     -2.43965   -0.0541852
      61       6      1.16190      1.06647
      61       7    -0.514653     -1.79184
      61       8     -1.69790      1.86712
      61       9      2.19282     0.187174
      61      10     -1.20430     -1.46533
      61      11    -0.409936      1.27795
      61      12     0.741605     -1.12485
      61      13     -1.20457    -0.590364
      61      14     0.198456     0.973607
      61      15     0.335672     -1.41329
      61      16     -1.65178      1.65202
      61      17     0.909546     0.213370
      61      18    -0.943394     -1.41619
      61      19     0.573149      2.30463
      61      20      1.69260    -0.979651
