Coefficients order=90 center=CT1922:180


Coefficients for 360 degrees 
  Beginning: CT1921:000  1997:04:24_17h:02m:37s. 
  Centered:  CT1922:180  1997:05:08_08h:20m:48s. 
  End time:  CT1922:005  1997:05:21_14h:33m:29s.

Max Harmonic Order:90   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

       0       0      0.00000      0.00000
       1       0      2.06550      0.00000
       1       1    0.0576594    0.0467409
       2       0     0.197548      0.00000
       2       1    0.0866825    0.0827634
       2       2     0.186941    0.0349980
       3       0      1.54352      0.00000
       3       1   -0.0593483    0.0841750
       3       2     0.234210    -0.178912
       3       3    0.0312101    -0.143239
       4       0     0.186629      0.00000
       4       1    0.0217880   -0.0187873
       4       2   -0.0528620   -0.0131340
       4       3   -0.0771706    -0.163941
       4       4     0.223438    -0.128865
       5       0     0.515485      0.00000
       5       1    0.0380533    0.0766558
       5       2    -0.183386   -0.0497413
       5       3   -0.0752562    0.0650233
       5       4   -0.0961904    0.0281434
       5       5     0.152466    -0.111212
       6       0    0.0540162      0.00000
       6       1    -0.151606    0.0952068
       6       2    0.0759746   0.00688173
       6       3   -0.0765324   0.00424097
       6       4    0.0320293    -0.102722
       6       5   -0.0264495   -0.0178379
       6       6   -0.0321052    0.0997707
       7       0    0.0448088      0.00000
       7       1   0.00245073   0.00665359
       7       2    0.0277238    0.0429430
       7       3    0.0137915   -0.0482381
       7       4   -0.0597370    0.0776771
       7       5   -0.0538581     0.137575
       7       6  -0.00258361     0.158212
       7       7     0.228627   -0.0175741
       8       0    0.0475390      0.00000
       8       1    0.0557582   -0.0236331
       8       2   -0.0454845   0.00656705
       8       3    0.0966656     0.117693
       8       4   -0.0763669   0.00525826
       8       5   0.00372409   -0.0157992
       8       6   -0.0419303    -0.213960
       8       7     0.143647    -0.163634
       8       8   -0.0497574    0.0629605
       9       0    -0.165659      0.00000
       9       1    0.0619679  -0.00382323
       9       2   -0.0573596    0.0224390
       9       3   -0.0447345  0.000306076
       9       4     0.114579  -0.00745569
       9       5   -0.0475514    0.0124444
       9       6    0.0348271   -0.0422923
       9       7    -0.137817    0.0715392
       9       8    -0.103311    0.0915437
       9       9     0.144499    0.0923956
