  1.75    0.97717   3.58294   0.434295
  2.00    1.95433   4.34295   0.434295
  2.25    2.93149   5.10296   0.868589
  2.50    3.80008   5.42868   1.30288
  2.75    5.10296   6.01498   1.73718
  3.00    6.01498   6.23213   1.95433
  3.25    7.33958   6.51442   2.38862
  3.50    8.46874   6.51442   2.64920
  3.75   10.20592   6.51442   3.04006
  4.00   11.2917    6.51442   3.43093
  4.25   11.7260    6.51442   3.77836
  4.50   12.1602    6.51442   3.90865
  4.75   12.2905    6.51442   4.25609
  5.00   12.4208    6.51442   4.34295
  5.25   12.6814    6.51442   4.45152
  5.50   13.2460    6.84014   4.77724
  5.75   13.4631    6.94871   4.99439
  6.00   13.8974    6.99214   5.21153
  6.62   14.9397    7.09637   5.73267
