			Total_Energy	Momentum	Eenergy	Benergy	Kenergy	Kenergy(species)	BulkEnergy(species)
32		0.0349169	0.660545	2.32453e-06	0.026907	0.00800751	0.00012191	0.00648463	8.37472e-05	0.00131723	-0.00295305	0.00614261	-0.00123005	0.000991074
33		0.0349183	0.660703	2.36625e-06	0.0269017	0.00801416	0.000123277	0.00649056	8.39195e-05	0.00131641	-0.00298589	0.00614643	-0.00123251	0.000989936
34		0.0349193	0.660869	2.40764e-06	0.0268959	0.008021	0.000124719	0.00649655	8.41354e-05	0.0013156	-0.00302062	0.00615021	-0.00123836	0.000988829
35		0.0349197	0.661043	2.44613e-06	0.0268892	0.00802805	0.000126241	0.00650259	8.43995e-05	0.00131482	-0.00305759	0.00615395	-0.00124913	0.000987755
36		0.0349195	0.661221	2.47886e-06	0.0268817	0.0080353	0.000127853	0.00650869	8.47227e-05	0.00131404	-0.00309694	0.00615765	-0.00126501	0.000986696
37		0.0349188	0.661404	2.49849e-06	0.0268736	0.00804271	0.000129529	0.00651482	8.51005e-05	0.00131326	-0.00313541	0.0061613	-0.00128472	0.000985632
38		0.0349179	0.661588	2.51236e-06	0.0268652	0.00805022	0.000131318	0.00652093	8.54992e-05	0.00131246	-0.00317526	0.00616484	-0.00130512	0.000984565
39		0.0349168	0.66177	2.54133e-06	0.0268565	0.00805777	0.000133263	0.00652698	8.58657e-05	0.00131167	-0.00321876	0.00616823	-0.00132278	0.0009835
40		0.0349159	0.661954	2.58981e-06	0.0268479	0.00806541	0.000135379	0.00653297	8.61987e-05	0.00131086	-0.00326584	0.00617147	-0.00133703	0.000982431
41		0.0349156	0.662142	2.65125e-06	0.0268397	0.00807318	0.000137685	0.00653893	8.65333e-05	0.00131003	-0.00331684	0.00617459	-0.00134948	0.000981353
42		0.0349156	0.662334	2.71688e-06	0.0268317	0.00808116	0.00014021	0.00654486	8.69039e-05	0.00130919	-0.00337449	0.00617757	-0.00136243	0.000980274
43		0.0349155	0.662533	2.7798e-06	0.0268233	0.00808939	0.000142935	0.00655077	8.73265e-05	0.00130835	-0.00343838	0.00618042	-0.00137743	0.000979208
44		0.0349149	0.662736	2.83083e-06	0.0268143	0.00809779	0.00014579	0.00655665	8.78005e-05	0.00130755	-0.00350551	0.00618314	-0.00139463	0.000978178
45		0.0349134	0.662942	2.87926e-06	0.0268042	0.00810631	0.000148739	0.00656247	8.83343e-05	0.00130676	-0.0035759	0.00618569	-0.0014155	0.000977179
46		0.0349115	0.663148	2.92699e-06	0.0267937	0.00811484	0.000151731	0.00656818	8.89273e-05	0.001306	-0.00364733	0.00618803	-0.00144021	0.000976211
47		0.0349093	0.663347	2.97619e-06	0.0267831	0.00812326	0.000154742	0.0065737	8.9558e-05	0.00130525	-0.00371894	0.00619009	-0.00146848	0.000975265
48		0.0349075	0.663539	3.02914e-06	0.0267729	0.00813154	0.000157785	0.00657901	9.02395e-05	0.00130451	-0.00379075	0.00619184	-0.00149915	0.000974341
49		0.034906	0.663725	3.07895e-06	0.0267633	0.00813967	0.000160866	0.00658408	9.0922e-05	0.0013038	-0.00386126	0.00619326	-0.00152894	0.000973442
