Equatorial Region (ABS(MLAT) < 15 degrees)
==========================================

***************************************************
Lower-band chorus
kp < 2
***************************************************

         MLT          L         B_wave^2
         (h)                    (pT^2)

      6.50000      7.55000      99999.0
      6.50000      7.65000      99999.0
      6.50000      7.75000      99999.0
      6.50000      7.85000      99999.0
      6.50000      7.95000      99999.0
      7.50000      1.05000      99999.0
      7.50000      1.15000      99999.0
      7.50000      1.25000      99999.0
      7.50000      1.35000  0.000378158
      7.50000      1.45000  0.000178812
      7.50000      1.55000      99999.0
      7.50000      1.65000      99999.0
      7.50000      1.75000      99999.0
      7.50000      1.85000     0.242713
      7.50000      1.95000     0.213037
      7.50000      2.05000     0.103182
      7.50000      2.15000    0.0440350
      7.50000      2.25000     0.480688
      7.50000      2.35000     0.725181
      7.50000      2.45000      3.52165
      7.50000      2.55000      9.44571
      7.50000      2.65000      10.5521
      7.50000      2.75000      3.40832
      7.50000      2.85000      1.96411
      7.50000      2.95000      14.6097
      7.50000      3.05000      3.24584
      7.50000      3.15000      4.00693
      7.50000      3.25000      8.07977
      7.50000      3.35000      10.9193
      7.50000      3.45000      8.13015
      7.50000      3.55000      16.9552
      7.50000      3.65000      21.6730
      7.50000      3.75000      16.9517
      7.50000      3.85000      14.9997
      7.50000      3.95000      46.8659
      7.50000      4.05000      260.431
      7.50000      4.15000      113.420
      7.50000      4.25000      116.940
      7.50000      4.35000      118.860
      7.50000      4.45000      275.618
      7.50000      4.55000      106.639
      7.50000      4.65000      289.960
      7.50000      4.75000      93.4363
      7.50000      4.85000      176.934
      7.50000      4.95000      191.800
      7.50000      5.05000      158.327
      7.50000      5.15000      238.293
      7.50000      5.25000      230.107
      7.50000      5.35000      239.407
      7.50000      5.45000      311.795
      7.50000      5.55000      495.585
      7.50000      5.65000      324.326
      7.50000      5.75000      1045.74
      7.50000      5.85000      275.255
      7.50000      5.95000      320.787
      7.50000      6.05000      343.333
      7.50000      6.15000      282.771
      7.50000      6.25000      567.909
      7.50000      6.35000      3136.90
      7.50000      6.45000      1079.56
      7.50000      6.55000      103.122
      7.50000      6.65000      99999.0
      7.50000      6.75000      99999.0
      7.50000      6.85000      99999.0
      7.50000      6.95000      99999.0
      7.50000      7.05000      99999.0
      7.50000      7.15000      99999.0
      7.50000      7.25000      99999.0
      7.50000      7.35000      99999.0
      7.50000      7.45000      99999.0
      7.50000      7.55000      99999.0
      7.50000      7.65000      99999.0
      7.50000      7.75000      99999.0
      7.50000      7.85000      99999.0
      7.50000      7.95000      99999.0
      8.50000      1.05000      99999.0
      8.50000      1.15000      99999.0
      8.50000      1.25000      99999.0
      8.50000      1.35000      99999.0
      8.50000      1.45000      99999.0
      8.50000      1.55000  0.000997149
      8.50000      1.65000   0.00118582
      8.50000      1.75000  0.000732822
      8.50000      1.85000     0.206442
      8.50000      1.95000      20.6446
      8.50000      2.05000      3.83126
      8.50000      2.15000      1.45301
      8.50000      2.25000      1.30905
      8.50000      2.35000      1.07850
      8.50000      2.45000     0.691574
      8.50000      2.55000     0.346125
      8.50000      2.65000     0.427504
      8.50000      2.75000     0.443477
      8.50000      2.85000     0.254127
      8.50000      2.95000     0.335758
      8.50000      3.05000     0.286743
      8.50000      3.15000     0.317025
      8.50000      3.25000      1.92468
      8.50000      3.35000      8.60145
      8.50000      3.45000      15.1202
      8.50000      3.55000      6.17437
      8.50000      3.65000      26.5091
      8.50000      3.75000      49.7613
      8.50000      3.85000      32.0800
      8.50000      3.95000      39.5451
      8.50000      4.05000      127.954
      8.50000      4.15000      152.167
      8.50000      4.25000      217.909
      8.50000      4.35000      148.712
      8.50000      4.45000      137.865
      8.50000      4.55000      189.487
      8.50000      4.65000      177.390
      8.50000      4.75000      262.479
      8.50000      4.85000      148.316
      8.50000      4.95000      59.8206
      8.50000      5.05000      72.1257
      8.50000      5.15000      60.3780
      8.50000      5.25000      53.7684
      8.50000      5.35000      59.4842
      8.50000      5.45000      65.3137
      8.50000      5.55000      154.124
      8.50000      5.65000      593.239
      8.50000      5.75000      602.335
      8.50000      5.85000      99999.0
      8.50000      5.95000      99999.0
      8.50000      6.05000      99999.0
      8.50000      6.15000      99999.0
      8.50000      6.25000      99999.0
      8.50000      6.35000      99999.0
      8.50000      6.45000      99999.0
      8.50000      6.55000      99999.0
      8.50000      6.65000      99999.0
      8.50000      6.75000      99999.0
      8.50000      6.85000      99999.0
      8.50000      6.95000      99999.0
      8.50000      7.05000      99999.0
      8.50000      7.15000      99999.0
      8.50000      7.25000      99999.0
      8.50000      7.35000      99999.0
      8.50000      7.45000      99999.0
      8.50000      7.55000      99999.0
      8.50000      7.65000      99999.0
      8.50000      7.75000      99999.0
      8.50000      7.85000      99999.0
      8.50000      7.95000      99999.0
      9.50000      1.05000      99999.0
      9.50000      1.15000      99999.0
      9.50000      1.25000      99999.0
      9.50000      1.35000      99999.0
      9.50000      1.45000      99999.0
      9.50000      1.55000      99999.0
      9.50000      1.65000      99999.0
      9.50000      1.75000   0.00326249
      9.50000      1.85000    0.0140726
      9.50000      1.95000    0.0112542
      9.50000      2.05000    0.0565675
      9.50000      2.15000    0.0403997
      9.50000      2.25000     0.164313
      9.50000      2.35000     0.922996
      9.50000      2.45000      1.65177
      9.50000      2.55000     0.826621
      9.50000      2.65000      1.28842
      9.50000      2.75000     0.501042
      9.50000      2.85000      1.84311
      9.50000      2.95000      1.50850
      9.50000      3.05000      1.65731
      9.50000      3.15000      3.53437
      9.50000      3.25000      9.49585
      9.50000      3.35000      16.4740
      9.50000      3.45000      22.3262
      9.50000      3.55000      37.5972
      9.50000      3.65000      59.0717
      9.50000      3.75000      71.7577
      9.50000      3.85000      70.9753
      9.50000      3.95000      51.6575
      9.50000      4.05000      11.4203
      9.50000      4.15000      10.2604
      9.50000      4.25000      102.635
      9.50000      4.35000      77.8928
      9.50000      4.45000      30.8994
      9.50000      4.55000      36.2788
      9.50000      4.65000     0.605808
      9.50000      4.75000    0.0749272
      9.50000      4.85000    0.0479752
      9.50000      4.95000      99999.0
      9.50000      5.05000      99999.0
      9.50000      5.15000      99999.0
      9.50000      5.25000      99999.0
      9.50000      5.35000      99999.0
      9.50000      5.45000      99999.0
      9.50000      5.55000      99999.0
      9.50000      5.65000      99999.0
      9.50000      5.75000      99999.0
      9.50000      5.85000      99999.0
      9.50000      5.95000      99999.0
      9.50000      6.05000      99999.0
      9.50000      6.15000      99999.0
      9.50000      6.25000      99999.0
      9.50000      6.35000      99999.0
      9.50000      6.45000      99999.0
      9.50000      6.55000      99999.0
      9.50000      6.65000      99999.0
      9.50000      6.75000      99999.0
      9.50000      6.85000      99999.0
      9.50000      6.95000      99999.0
      9.50000      7.05000      99999.0
      9.50000      7.15000      99999.0
      9.50000      7.25000      99999.0
      9.50000      7.35000      99999.0
      9.50000      7.45000      99999.0
      9.50000      7.55000      99999.0
      9.50000      7.65000      99999.0
      9.50000      7.75000      99999.0
      9.50000      7.85000      99999.0
      9.50000      7.95000      99999.0
      10.5000      1.05000      99999.0
      10.5000      1.15000      99999.0
      10.5000      1.25000      99999.0
      10.5000      1.35000      99999.0
      10.5000      1.45000      99999.0
      10.5000      1.55000  0.000165711
      10.5000      1.65000   0.00188099
      10.5000      1.75000      99999.0
      10.5000      1.85000    0.0171144
      10.5000      1.95000    0.0292385
      10.5000      2.05000    0.0118007
      10.5000      2.15000     0.235892
      10.5000      2.25000     0.460281
      10.5000      2.35000     0.242297
      10.5000      2.45000     0.221493
      10.5000      2.55000     0.170856
      10.5000      2.65000      2.77006
      10.5000      2.75000      2.08449
      10.5000      2.85000      3.32372
      10.5000      2.95000      3.71609
      10.5000      3.05000      4.22881
      10.5000      3.15000      7.25060
      10.5000      3.25000      9.00987
      10.5000      3.35000      11.5895
      10.5000      3.45000      13.6209
      10.5000      3.55000      48.1143
      10.5000      3.65000      128.957
      10.5000      3.75000      173.368
      10.5000      3.85000      258.923
      10.5000      3.95000      298.911
      10.5000      4.05000      418.626
      10.5000      4.15000      7.89868
      10.5000      4.25000      99999.0
      10.5000      4.35000      99999.0
      10.5000      4.45000      99999.0
      10.5000      4.55000      99999.0
      10.5000      4.65000      99999.0
      10.5000      4.75000      99999.0
      10.5000      4.85000      99999.0
      10.5000      4.95000      99999.0
      10.5000      5.05000      99999.0
      10.5000      5.15000      99999.0
      10.5000      5.25000      99999.0
      10.5000      5.35000      99999.0
      10.5000      5.45000      99999.0
      10.5000      5.55000      99999.0
      10.5000      5.65000      99999.0
      10.5000      5.75000      99999.0
      10.5000      5.85000      99999.0
      10.5000      5.95000      99999.0
      10.5000      6.05000      99999.0
      10.5000      6.15000      99999.0
      10.5000      6.25000      99999.0
      10.5000      6.35000      99999.0
      10.5000      6.45000      99999.0
      10.5000      6.55000      99999.0
      10.5000      6.65000      99999.0
      10.5000      6.75000      99999.0
      10.5000      6.85000      99999.0
      10.5000      6.95000      99999.0
      10.5000      7.05000      99999.0
      10.5000      7.15000      99999.0
      10.5000      7.25000      99999.0
      10.5000      7.35000      99999.0
      10.5000      7.45000      99999.0
      10.5000      7.55000      99999.0
      10.5000      7.65000      99999.0
      10.5000      7.75000      99999.0
      10.5000      7.85000      99999.0
      10.5000      7.95000      99999.0
      11.5000      1.05000      99999.0
      11.5000      1.15000      99999.0
      11.5000      1.25000      99999.0
      11.5000      1.35000      99999.0
      11.5000      1.45000      99999.0
      11.5000      1.55000      99999.0
      11.5000      1.65000  0.000160636
      11.5000      1.75000   0.00302837
      11.5000      1.85000   0.00651710
      11.5000      1.95000    0.0250810
      11.5000      2.05000    0.0421089
      11.5000      2.15000    0.0334387
      11.5000      2.25000    0.0524078
      11.5000      2.35000    0.0727836
      11.5000      2.45000     0.130577
      11.5000      2.55000     0.223392
      11.5000      2.65000     0.284829
      11.5000      2.75000     0.377139
      11.5000      2.85000     0.192454
      11.5000      2.95000     0.500545
      11.5000      3.05000     0.921402
      11.5000      3.15000      1.09956
      11.5000      3.25000      1.57217
      11.5000      3.35000     0.597722
      11.5000      3.45000      13.7558
      11.5000      3.55000      17.4389
      11.5000      3.65000      13.3360
      11.5000      3.75000      22.2794
      11.5000      3.85000      84.8078
      11.5000      3.95000      84.5555
      11.5000      4.05000      118.096
      11.5000      4.15000      203.559
      11.5000      4.25000      204.909
      11.5000      4.35000      180.323
      11.5000      4.45000      225.450
      11.5000      4.55000      197.438
      11.5000      4.65000      377.919
      11.5000      4.75000      266.483
      11.5000      4.85000      705.703
      11.5000      4.95000      876.235
      11.5000      5.05000      557.409
      11.5000      5.15000      196.336
      11.5000      5.25000      11.0474
      11.5000      5.35000      99999.0
      11.5000      5.45000      99999.0
      11.5000      5.55000      99999.0
      11.5000      5.65000      99999.0
      11.5000      5.75000      99999.0
      11.5000      5.85000      99999.0
      11.5000      5.95000      99999.0
      11.5000      6.05000      99999.0
      11.5000      6.15000      99999.0
      11.5000      6.25000      99999.0
      11.5000      6.35000      99999.0
      11.5000      6.45000      99999.0
      11.5000      6.55000      99999.0
      11.5000      6.65000      99999.0
      11.5000      6.75000      99999.0
      11.5000      6.85000      99999.0
      11.5000      6.95000      99999.0
      11.5000      7.05000      99999.0
      11.5000      7.15000      99999.0
      11.5000      7.25000      99999.0
      11.5000      7.35000      99999.0
      11.5000      7.45000      99999.0
      11.5000      7.55000      99999.0
      11.5000      7.65000      99999.0
      11.5000      7.75000      99999.0
      11.5000      7.85000      99999.0
      11.5000      7.95000      99999.0
      12.5000      1.05000      99999.0
      12.5000      1.15000      99999.0
      12.5000      1.25000      99999.0
      12.5000      1.35000      99999.0
      12.5000      1.45000      99999.0
      12.5000      1.55000      99999.0
      12.5000      1.65000      99999.0
      12.5000      1.75000      99999.0
      12.5000      1.85000   0.00100299
      12.5000      1.95000    0.0164311
      12.5000      2.05000    0.0210884
      12.5000      2.15000    0.0484479
      12.5000      2.25000     0.111167
      12.5000      2.35000     0.182641
      12.5000      2.45000     0.300447
      12.5000      2.55000      1.28454
      12.5000      2.65000     0.278013
      12.5000      2.75000     0.799746
      12.5000      2.85000      1.56299
      12.5000      2.95000      1.82961
      12.5000      3.05000      2.41468
      12.5000      3.15000      2.96218
      12.5000      3.25000      3.27903
      12.5000      3.35000      11.3501
      12.5000      3.45000      15.9010
      12.5000      3.55000      17.2433
      12.5000      3.65000      19.6644
      12.5000      3.75000      33.2447
      12.5000      3.85000      16.6277
      12.5000      3.95000      14.9790
      12.5000      4.05000      17.9286
      12.5000      4.15000      8.12887
      12.5000      4.25000      7.49907
      12.5000      4.35000      343.947
      12.5000      4.45000      244.928
      12.5000      4.55000      327.517
      12.5000      4.65000      499.668
      12.5000      4.75000      720.672
      12.5000      4.85000      658.655
      12.5000      4.95000      1167.39
      12.5000      5.05000      412.795
      12.5000      5.15000      456.567
      12.5000      5.25000      255.988
      12.5000      5.35000      68.2162
      12.5000      5.45000      58.1790
      12.5000      5.55000      117.549
      12.5000      5.65000      359.238
      12.5000      5.75000      165.211
      12.5000      5.85000      441.027
      12.5000      5.95000      169.423
      12.5000      6.05000      45.5121
      12.5000      6.15000     0.210774
      12.5000      6.25000      214.146
      12.5000      6.35000      99999.0
      12.5000      6.45000      99999.0
      12.5000      6.55000      99999.0
      12.5000      6.65000      99999.0
      12.5000      6.75000      99999.0
      12.5000      6.85000      99999.0
      12.5000      6.95000      99999.0
      12.5000      7.05000      99999.0
      12.5000      7.15000      99999.0
      12.5000      7.25000      99999.0
      12.5000      7.35000      99999.0
      12.5000      7.45000      99999.0
      12.5000      7.55000      99999.0
      12.5000      7.65000      99999.0
      12.5000      7.75000      99999.0
      12.5000      7.85000      99999.0
      12.5000      7.95000      99999.0
      13.5000      1.05000      99999.0
      13.5000      1.15000      99999.0
      13.5000      1.25000      99999.0
      13.5000      1.35000      99999.0
      13.5000      1.45000      99999.0
      13.5000      1.55000      99999.0
      13.5000      1.65000      99999.0
      13.5000      1.75000   0.00227241
      13.5000      1.85000    0.0130954
      13.5000      1.95000   0.00479846
      13.5000      2.05000   0.00724428
      13.5000      2.15000    0.0281713
      13.5000      2.25000     0.189290
      13.5000      2.35000     0.481314
      13.5000      2.45000     0.518682
      13.5000      2.55000     0.635493
      13.5000      2.65000     0.121352
      13.5000      2.75000     0.144325
      13.5000      2.85000     0.331065
      13.5000      2.95000     0.995899
      13.5000      3.05000      2.11698
      13.5000      3.15000      3.38372
      13.5000      3.25000      3.88071
      13.5000      3.35000      2.30604
      13.5000      3.45000      2.28272
      13.5000      3.55000      1.79043
      13.5000      3.65000      10.8900
      13.5000      3.75000      30.1868
      13.5000      3.85000      62.6706
      13.5000      3.95000      47.8593
      13.5000      4.05000      45.9758
      13.5000      4.15000      45.7065
      13.5000      4.25000      57.4422
      13.5000      4.35000      49.4145
      13.5000      4.45000      57.8360
      13.5000      4.55000      57.0473
      13.5000      4.65000      50.5563
      13.5000      4.75000      48.1921
      13.5000      4.85000      40.6811
      13.5000      4.95000      202.764
      13.5000      5.05000      144.175
      13.5000      5.15000      109.247
      13.5000      5.25000      61.2493
      13.5000      5.35000      428.464
      13.5000      5.45000      223.556
      13.5000      5.55000      93.3753
      13.5000      5.65000      130.277
      13.5000      5.75000      237.631
      13.5000      5.85000      112.181
      13.5000      5.95000      164.008
      13.5000      6.05000      79.0437
      13.5000      6.15000      17.3687
      13.5000      6.25000      8.63894
      13.5000      6.35000      57.0121
      13.5000      6.45000      112.674
      13.5000      6.55000      53.9345
      13.5000      6.65000      214.682
      13.5000      6.75000      99999.0
      13.5000      6.85000      99999.0
      13.5000      6.95000      99999.0
      13.5000      7.05000      99999.0
      13.5000      7.15000      99999.0
      13.5000      7.25000      99999.0
      13.5000      7.35000      99999.0
      13.5000      7.45000      99999.0
      13.5000      7.55000      99999.0
      13.5000      7.65000      99999.0
      13.5000      7.75000      99999.0
      13.5000      7.85000      99999.0
      13.5000      7.95000      99999.0
      14.5000      1.05000      99999.0
      14.5000      1.15000      99999.0
      14.5000      1.25000      99999.0
      14.5000      1.35000      99999.0
      14.5000      1.45000      99999.0
      14.5000      1.55000      99999.0
      14.5000      1.65000      99999.0
      14.5000      1.75000      99999.0
      14.5000      1.85000      99999.0
      14.5000      1.95000      99999.0
      14.5000      2.05000    0.0118489
      14.5000      2.15000    0.0477993
      14.5000      2.25000     0.530972
      14.5000      2.35000      2.31920
      14.5000      2.45000     0.638813
      14.5000      2.55000     0.582752
      14.5000      2.65000     0.814594
      14.5000      2.75000     0.672886
      14.5000      2.85000     0.817285
      14.5000      2.95000      1.18242
      14.5000      3.05000      1.22805
      14.5000      3.15000     0.836232
      14.5000      3.25000      2.05377
      14.5000      3.35000      4.83160
      14.5000      3.45000      3.20688
      14.5000      3.55000      6.37410
      14.5000      3.65000      2.65848
      14.5000      3.75000      5.30946
      14.5000      3.85000      22.5361
      14.5000      3.95000      23.7591
      14.5000      4.05000      37.8554
      14.5000      4.15000      63.7503
      14.5000      4.25000      79.0834
      14.5000      4.35000      144.977
      14.5000      4.45000      274.896
      14.5000      4.55000      456.958
      14.5000      4.65000      141.850
      14.5000      4.75000      83.5382
      14.5000      4.85000      56.3432
      14.5000      4.95000      31.1275
      14.5000      5.05000      142.288
      14.5000      5.15000      89.1293
      14.5000      5.25000      94.5183
      14.5000      5.35000      285.000
      14.5000      5.45000      4.32762
      14.5000      5.55000      2.51469
      14.5000      5.65000      26.7711
      14.5000      5.75000      69.6049
      14.5000      5.85000      131.376
      14.5000      5.95000      2532.39
      14.5000      6.05000      223.430
      14.5000      6.15000      146.768
      14.5000      6.25000      63.0628
      14.5000      6.35000      56.9725
      14.5000      6.45000      181.324
      14.5000      6.55000      43.3990
      14.5000      6.65000      785.645
      14.5000      6.75000      99999.0
      14.5000      6.85000      99999.0
      14.5000      6.95000      99999.0
      14.5000      7.05000      99999.0
      14.5000      7.15000      99999.0
      14.5000      7.25000      99999.0
      14.5000      7.35000      99999.0
      14.5000      7.45000      99999.0
      14.5000      7.55000      99999.0
      14.5000      7.65000      99999.0
      14.5000      7.75000      99999.0
      14.5000      7.85000      99999.0
      14.5000      7.95000      99999.0
      15.5000      1.05000      99999.0
      15.5000      1.15000      99999.0
      15.5000      1.25000      99999.0
      15.5000      1.35000      99999.0
      15.5000      1.45000      99999.0
      15.5000      1.55000      99999.0
      15.5000      1.65000      99999.0
      15.5000      1.75000     0.887848
      15.5000      1.85000      99999.0
      15.5000      1.95000      99999.0
      15.5000      2.05000    0.0268906
      15.5000      2.15000    0.0502691
      15.5000      2.25000      2.28822
      15.5000      2.35000      5.01994
      15.5000      2.45000     0.520700
      15.5000      2.55000    0.0731274
      15.5000      2.65000     0.940553
      15.5000      2.75000      1.09527
      15.5000      2.85000      1.49592
      15.5000      2.95000      1.64061
      15.5000      3.05000      2.52413
      15.5000      3.15000      1.22022
      15.5000      3.25000      1.44485
      15.5000      3.35000      2.15392
      15.5000      3.45000      7.52858
      15.5000      3.55000      17.5387
      15.5000      3.65000      20.6216
      15.5000      3.75000      14.6127
      15.5000      3.85000      21.6469
      15.5000      3.95000      14.8213
      15.5000      4.05000      17.1730
      15.5000      4.15000      21.9959
      15.5000      4.25000      61.0348
      15.5000      4.35000      75.1517
      15.5000      4.45000      148.588
      15.5000      4.55000      168.178
      15.5000      4.65000      63.0508
      15.5000      4.75000      50.3442
      15.5000      4.85000      100.054
      15.5000      4.95000      39.7454
      15.5000      5.05000      72.0286
      15.5000      5.15000      86.1544
      15.5000      5.25000      55.7864
      15.5000      5.35000      133.699
      15.5000      5.45000      71.7622
      15.5000      5.55000      66.7444
      15.5000      5.65000      107.954
      15.5000      5.75000      62.9214
      15.5000      5.85000      77.2382
      15.5000      5.95000      45.9820
      15.5000      6.05000      132.183
      15.5000      6.15000      76.8193
      15.5000      6.25000      96.2311
      15.5000      6.35000      76.2810
      15.5000      6.45000      78.9034
      15.5000      6.55000      307.093
      15.5000      6.65000      231.753
      15.5000      6.75000      4.43180
      15.5000      6.85000      99999.0
      15.5000      6.95000      99999.0
      15.5000      7.05000      99999.0
      15.5000      7.15000      99999.0
      15.5000      7.25000      99999.0
      15.5000      7.35000      99999.0
      15.5000      7.45000      99999.0
      15.5000      7.55000      99999.0
      15.5000      7.65000      99999.0
      15.5000      7.75000      99999.0
      15.5000      7.85000      99999.0
      15.5000      7.95000      99999.0
      16.5000      1.05000      99999.0
      16.5000      1.15000      99999.0
      16.5000      1.25000      99999.0
      16.5000      1.35000      99999.0
      16.5000      1.45000      99999.0
      16.5000      1.55000      99999.0
      16.5000      1.65000      99999.0
      16.5000      1.75000      99999.0
      16.5000      1.85000   0.00692423
      16.5000      1.95000    0.0320980
      16.5000      2.05000    0.0171642
      16.5000      2.15000    0.0125916
      16.5000      2.25000    0.0133928
      16.5000      2.35000    0.0532242
      16.5000      2.45000     0.331994
      16.5000      2.55000     0.284790
      16.5000      2.65000     0.207008
      16.5000      2.75000     0.638308
      16.5000      2.85000      11.7329
      16.5000      2.95000      4.40653
      16.5000      3.05000      1.40041
      16.5000      3.15000      5.17078
      16.5000      3.25000      13.9951
      16.5000      3.35000      10.8535
      16.5000      3.45000      6.30204
      16.5000      3.55000      5.82833
      16.5000      3.65000      10.4571
      16.5000      3.75000      8.84113
      16.5000      3.85000      12.2841
      16.5000      3.95000      9.17097
      16.5000      4.05000      6.66265
      16.5000      4.15000      16.4357
      16.5000      4.25000      4.87334
      16.5000      4.35000      8.41885
      16.5000      4.45000      17.8338
      16.5000      4.55000      33.6139
      16.5000      4.65000      67.6531
      16.5000      4.75000      183.094
      16.5000      4.85000      96.2840
      16.5000      4.95000      88.7448
      16.5000      5.05000      31.9328
      16.5000      5.15000      109.303
      16.5000      5.25000      90.5551
      16.5000      5.35000      92.1409
      16.5000      5.45000      106.494
      16.5000      5.55000      112.267
      16.5000      5.65000      138.507
      16.5000      5.75000      112.941
      16.5000      5.85000      79.7487
      16.5000      5.95000      48.8766
      16.5000      6.05000      70.3909
      16.5000      6.15000      55.6432
      16.5000      6.25000      30.3586
      16.5000      6.35000      51.4024
      16.5000      6.45000      43.4387
      16.5000      6.55000      35.5422
      16.5000      6.65000      33.5784
      16.5000      6.75000      2.25662
      16.5000      6.85000      5.27089
      16.5000      6.95000      99999.0
      16.5000      7.05000      99999.0
      16.5000      7.15000      99999.0
      16.5000      7.25000      99999.0
      16.5000      7.35000      99999.0
      16.5000      7.45000      99999.0
      16.5000      7.55000      99999.0
      16.5000      7.65000      99999.0
      16.5000      7.75000      99999.0
      16.5000      7.85000      99999.0
      16.5000      7.95000      99999.0
      17.5000      1.05000      99999.0
      17.5000      1.15000      99999.0
      17.5000      1.25000      99999.0
      17.5000      1.35000      99999.0
      17.5000      1.45000      99999.0
      17.5000      1.55000      99999.0
      17.5000      1.65000      99999.0
      17.5000      1.75000      99999.0
      17.5000      1.85000      99999.0
      17.5000      1.95000      99999.0
      17.5000      2.05000    0.0152306
      17.5000      2.15000    0.0409764
      17.5000      2.25000    0.0995164
      17.5000      2.35000     0.175852
      17.5000      2.45000     0.483850
      17.5000      2.55000     0.734220
      17.5000      2.65000     0.440155
      17.5000      2.75000     0.427686
      17.5000      2.85000     0.580624
      17.5000      2.95000     0.856382
      17.5000      3.05000     0.794900
      17.5000      3.15000      1.35845
      17.5000      3.25000      1.86826
      17.5000      3.35000      3.06493
      17.5000      3.45000      5.82455
      17.5000      3.55000      13.3816
      17.5000      3.65000      5.06573
      17.5000      3.75000      2.58075
      17.5000      3.85000      2.16148
      17.5000      3.95000      4.91212
      17.5000      4.05000      5.77456
      17.5000      4.15000      7.71107
      17.5000      4.25000      12.1416
      17.5000      4.35000      23.7137
      17.5000      4.45000      26.3317
      17.5000      4.55000      20.2174
      17.5000      4.65000      28.5033
      17.5000      4.75000      457.941
      17.5000      4.85000      972.209
      17.5000      4.95000      64.7965
      17.5000      5.05000      43.3481
      17.5000      5.15000      29.7616
      17.5000      5.25000      53.1193
      17.5000      5.35000      82.9830
      17.5000      5.45000      26.3213
      17.5000      5.55000      34.5316
      17.5000      5.65000      23.8490
      17.5000      5.75000      67.8754
      17.5000      5.85000      36.6941
      17.5000      5.95000      36.8596
      17.5000      6.05000      19.3798
      17.5000      6.15000      99.0199
      17.5000      6.25000      22.0964
      17.5000      6.35000      12.2812
      17.5000      6.45000      13.1379
      17.5000      6.55000      11.6130
      17.5000      6.65000      21.0281
      17.5000      6.75000      2.52014
      17.5000      6.85000      5.97430
      17.5000      6.95000      4.10069
      17.5000      7.05000      99999.0
      17.5000      7.15000      99999.0
      17.5000      7.25000      99999.0
      17.5000      7.35000      99999.0
      17.5000      7.45000      99999.0
      17.5000      7.55000      99999.0
      17.5000      7.65000      99999.0
      17.5000      7.75000      99999.0
      17.5000      7.85000      99999.0
      17.5000      7.95000      99999.0
      18.5000      1.05000      99999.0
      18.5000      1.15000      99999.0
      18.5000      1.25000      99999.0
      18.5000      1.35000      99999.0
      18.5000      1.45000      99999.0
      18.5000      1.55000      99999.0
      18.5000      1.65000      99999.0
      18.5000      1.75000      99999.0
      18.5000      1.85000      99999.0
      18.5000      1.95000     0.810578
      18.5000      2.05000      1.00009
      18.5000      2.15000      1.00193
      18.5000      2.25000      1.22602
      18.5000      2.35000     0.933118
      18.5000      2.45000     0.768765
      18.5000      2.55000      1.28667
      18.5000      2.65000      2.26638
      18.5000      2.75000     0.711524
      18.5000      2.85000     0.917072
      18.5000      2.95000      1.68418
      18.5000      3.05000      2.69864
      18.5000      3.15000      4.78136
      18.5000      3.25000      4.56625
      18.5000      3.35000      4.40197
      18.5000      3.45000      9.43946
      18.5000      3.55000      19.2192
      18.5000      3.65000      8.36525
      18.5000      3.75000      15.3991
      18.5000      3.85000      5.20875
      18.5000      3.95000      8.08410
      18.5000      4.05000      14.8957
      18.5000      4.15000      12.7246
      18.5000      4.25000      11.7154
      18.5000      4.35000      16.8027
      18.5000      4.45000      20.4950
      18.5000      4.55000      20.1080
      18.5000      4.65000      40.8756
      18.5000      4.75000      55.0560
      18.5000      4.85000      50.0585
      18.5000      4.95000      37.9931
      18.5000      5.05000      36.6616
      18.5000      5.15000      31.0073
      18.5000      5.25000      17.0145
      18.5000      5.35000      11.5026
      18.5000      5.45000      10.9290
      18.5000      5.55000      8.12651
      18.5000      5.65000      11.1285
      18.5000      5.75000      8.40411
      18.5000      5.85000      5.12848
      18.5000      5.95000      11.0092
      18.5000      6.05000      20.6857
      18.5000      6.15000      14.2243
      18.5000      6.25000      16.8752
      18.5000      6.35000      15.0391
      18.5000      6.45000      6.62466
      18.5000      6.55000      2.84445
      18.5000      6.65000      8.87238
      18.5000      6.75000      19.1371
      18.5000      6.85000      4.22047
      18.5000      6.95000      8.00372
      18.5000      7.05000      188.561
      18.5000      7.15000      99999.0
      18.5000      7.25000      99999.0
      18.5000      7.35000      99999.0
      18.5000      7.45000      99999.0
      18.5000      7.55000      99999.0
      18.5000      7.65000      99999.0
      18.5000      7.75000      99999.0
      18.5000      7.85000      99999.0
      18.5000      7.95000      99999.0
      19.5000      1.05000      99999.0
      19.5000      1.15000      99999.0
      19.5000      1.25000      99999.0
      19.5000      1.35000      99999.0
      19.5000      1.45000      99999.0
      19.5000      1.55000      99999.0
      19.5000      1.65000      99999.0
      19.5000      1.75000      99999.0
      19.5000      1.85000      99999.0
      19.5000      1.95000      99999.0
      19.5000      2.05000      6.12132
      19.5000      2.15000      3.83626
      19.5000      2.25000      3.31430
      19.5000      2.35000      1.70304
      19.5000      2.45000      2.17529
      19.5000      2.55000      2.07958
      19.5000      2.65000      5.72833
      19.5000      2.75000      4.29888
      19.5000      2.85000      3.18060
      19.5000      2.95000      3.56011
      19.5000      3.05000      6.77070
      19.5000      3.15000      7.59572
      19.5000      3.25000      8.34253
      19.5000      3.35000      10.1748
      19.5000      3.45000      15.8320
      19.5000      3.55000      14.0113
      19.5000      3.65000      17.7530
      19.5000      3.75000      30.0645
