Equatorial Region (ABS(MLAT) < 15 degrees)
==========================================

***************************************************
Lower-band chorus
kp < 2
***************************************************

         MLT          L         B_wave^2
         (h)                    (pT^2)

      22.5000      1.05000      99999.0
      22.5000      1.15000      99999.0
      22.5000      1.25000      99999.0
      22.5000      1.35000      99999.0
      22.5000      1.45000      99999.0
      22.5000      1.55000      99999.0
      22.5000      1.65000      99999.0
      22.5000      1.75000      2.40920
      22.5000      1.85000      2.71518
      22.5000      1.95000      3.25346
      22.5000      2.05000      3.70373
      22.5000      2.15000      4.21306
      22.5000      2.25000      4.57378
      22.5000      2.35000      4.84393
      22.5000      2.45000      5.17764
      22.5000      2.55000      5.28563
      22.5000      2.65000      5.64893
      22.5000      2.75000      6.13208
      22.5000      2.85000      6.40510
      22.5000      2.95000      6.79216
      22.5000      3.05000      7.21959
      22.5000      3.15000      7.63056
      22.5000      3.25000      7.85661
      22.5000      3.35000      7.44485
      22.5000      3.45000      7.29413
      22.5000      3.55000      6.92154
      22.5000      3.65000      7.67758
      22.5000      3.75000      7.43595
      22.5000      3.85000      8.50159
      22.5000      3.95000      8.88977
      22.5000      4.05000      9.03232
      22.5000      4.15000      9.99696
      22.5000      4.25000      10.2140
      22.5000      4.35000      9.86334
      22.5000      4.45000      9.31241
      22.5000      4.55000      9.63491
      22.5000      4.65000      10.2959
      22.5000      4.75000      9.84358
      22.5000      4.85000      9.35055
      22.5000      4.95000      8.91359
      22.5000      5.05000      9.84717
      22.5000      5.15000      8.84247
      22.5000      5.25000      8.95438
      22.5000      5.35000      8.14994
      22.5000      5.45000      8.50045
      22.5000      5.55000      7.98173
      22.5000      5.65000      7.84046
      22.5000      5.75000      7.61858
      22.5000      5.85000      7.55871
      22.5000      5.95000      7.84533
      22.5000      6.05000      8.18260
      22.5000      6.15000      8.63738
      22.5000      6.25000      7.72558
      22.5000      6.35000      8.67221
      22.5000      6.45000      8.15104
      22.5000      6.55000      8.16997
      22.5000      6.65000      8.60920
      22.5000      6.75000      7.76175
      22.5000      6.85000      6.56239
      22.5000      6.95000      3.89621
      22.5000      7.05000      99999.0
      22.5000      7.15000      99999.0
      22.5000      7.25000      99999.0
      22.5000      7.35000      99999.0
      22.5000      7.45000      99999.0
      22.5000      7.55000      99999.0
      22.5000      7.65000      99999.0
      22.5000      7.75000      99999.0
      22.5000      7.85000      99999.0
      22.5000      7.95000      99999.0
      23.5000      1.05000      99999.0
      23.5000      1.15000      99999.0
      23.5000      1.25000      99999.0
      23.5000      1.35000      99999.0
      23.5000      1.45000      99999.0
      23.5000      1.55000      99999.0
      23.5000      1.65000      99999.0
      23.5000      1.75000      2.39244
      23.5000      1.85000      2.83124
      23.5000      1.95000      3.03826
      23.5000      2.05000      3.35130
      23.5000      2.15000      3.76690
      23.5000      2.25000      4.18915
      23.5000      2.35000      4.76016
      23.5000      2.45000      5.31479
      23.5000      2.55000      5.57209
      23.5000      2.65000      6.43838
      23.5000      2.75000      6.76367
      23.5000      2.85000      7.20865
      23.5000      2.95000      7.53179
      23.5000      3.05000      7.60078
      23.5000      3.15000      7.94410
      23.5000      3.25000      8.39520
      23.5000      3.35000      8.94869
      23.5000      3.45000      9.76050
      23.5000      3.55000      9.96775
      23.5000      3.65000      11.6429
      23.5000      3.75000      11.6271
      23.5000      3.85000      10.8459
      23.5000      3.95000      10.3639
      23.5000      4.05000      10.3689
      23.5000      4.15000      11.9338
      23.5000      4.25000      12.1071
      23.5000      4.35000      11.6761
      23.5000      4.45000      12.1502
      23.5000      4.55000      99999.0
      23.5000      4.65000      4.26082
      23.5000      4.75000      9.38522
      23.5000      4.85000      9.81096
      23.5000      4.95000      10.7461
      23.5000      5.05000      8.36992
      23.5000      5.15000      7.97427
      23.5000      5.25000      6.67664
      23.5000      5.35000      6.39909
      23.5000      5.45000      6.29464
      23.5000      5.55000      6.23665
      23.5000      5.65000      6.19402
      23.5000      5.75000      6.48197
      23.5000      5.85000      6.85324
      23.5000      5.95000      7.08980
      23.5000      6.05000      6.70123
      23.5000      6.15000      6.60286
      23.5000      6.25000      7.25483
      23.5000      6.35000      7.23969
      23.5000      6.45000      8.08709
      23.5000      6.55000      8.39211
      23.5000      6.65000      8.21171
      23.5000      6.75000      9.34969
      23.5000      6.85000      6.32022
      23.5000      6.95000      7.20266
      23.5000      7.05000      99999.0
      23.5000      7.15000      99999.0
      23.5000      7.25000      99999.0
      23.5000      7.35000      99999.0
      23.5000      7.45000      99999.0
      23.5000      7.55000      99999.0
      23.5000      7.65000      99999.0
      23.5000      7.75000      99999.0
      23.5000      7.85000      99999.0
      23.5000      7.95000      99999.0

***************************************************
fpe/fce
kp >= 4
***************************************************

         MLT          L         fpe/fce
         (h)                    

      0.50000      1.05000      99999.0
      0.50000      1.15000      99999.0
      0.50000      1.25000      99999.0
      0.50000      1.35000      99999.0
      0.50000      1.45000      99999.0
      0.50000      1.55000      99999.0
      0.50000      1.65000      2.11628
      0.50000      1.75000      2.25018
      0.50000      1.85000      2.53852
      0.50000      1.95000      2.76027
      0.50000      2.05000      3.31991
      0.50000      2.15000      4.00665
      0.50000      2.25000      4.69204
      0.50000      2.35000      4.78360
      0.50000      2.45000      5.10062
      0.50000      2.55000      4.52605
      0.50000      2.65000      5.30309
      0.50000      2.75000      5.40978
      0.50000      2.85000      4.75383
      0.50000      2.95000      7.36802
      0.50000      3.05000      7.09589
      0.50000      3.15000      11.2699
      0.50000      3.25000      13.0999
      0.50000      3.35000      13.8429
      0.50000      3.45000      6.33880
      0.50000      3.55000      6.01134
      0.50000      3.65000      4.54157
      0.50000      3.75000      3.67346
      0.50000      3.85000      3.29449
      0.50000      3.95000      2.87308
      0.50000      4.05000      2.95963
      0.50000      4.15000      3.07178
      0.50000      4.25000      3.13615
      0.50000      4.35000      3.64429
      0.50000      4.45000      3.71432
      0.50000      4.55000      3.76486
      0.50000      4.65000      3.75202
      0.50000      4.75000      3.64115
      0.50000      4.85000      4.54643
      0.50000      4.95000      4.45279
      0.50000      5.05000      4.18854
      0.50000      5.15000      4.61011
      0.50000      5.25000      5.14496
      0.50000      5.35000      4.92893
      0.50000      5.45000      5.22204
      0.50000      5.55000      4.30101
      0.50000      5.65000      4.03151
      0.50000      5.75000      4.26347
      0.50000      5.85000      3.63859
      0.50000      5.95000      5.42321
      0.50000      6.05000      6.72296
      0.50000      6.15000      6.80845
      0.50000      6.25000      5.59060
      0.50000      6.35000      8.71591
      0.50000      6.45000      6.51146
      0.50000      6.55000      5.44900
      0.50000      6.65000      9.38408
      0.50000      6.75000      6.64236
      0.50000      6.85000      6.67889
      0.50000      6.95000      99999.0
      0.50000      7.05000      99999.0
      0.50000      7.15000      99999.0
      0.50000      7.25000      99999.0
      0.50000      7.35000      99999.0
      0.50000      7.45000      99999.0
      0.50000      7.55000      99999.0
      0.50000      7.65000      99999.0
      0.50000      7.75000      99999.0
      0.50000      7.85000      99999.0
      0.50000      7.95000      99999.0
      1.50000      1.05000      99999.0
      1.50000      1.15000      99999.0
      1.50000      1.25000      99999.0
      1.50000      1.35000      99999.0
      1.50000      1.45000      99999.0
      1.50000      1.55000      1.39324
      1.50000      1.65000      1.80900
      1.50000      1.75000      2.21063
      1.50000      1.85000      99999.0
      1.50000      1.95000      3.17451
      1.50000      2.05000      3.18989
      1.50000      2.15000      3.88235
      1.50000      2.25000      4.64177
      1.50000      2.35000      4.70668
      1.50000      2.45000      5.40567
      1.50000      2.55000      6.35489
      1.50000      2.65000      7.05622
      1.50000      2.75000      7.22819
      1.50000      2.85000      7.48611
      1.50000      2.95000      5.75455
      1.50000      3.05000      5.75411
      1.50000      3.15000      5.42759
      1.50000      3.25000      5.19303
      1.50000      3.35000      4.29978
      1.50000      3.45000      4.70630
      1.50000      3.55000      4.29895
      1.50000      3.65000      3.73331
      1.50000      3.75000      3.89366
      1.50000      3.85000      3.61560
      1.50000      3.95000      4.07403
      1.50000      4.05000      4.18522
      1.50000      4.15000      3.94484
      1.50000      4.25000      3.65142
      1.50000      4.35000      2.71037
      1.50000      4.45000      2.75046
      1.50000      4.55000      2.79264
      1.50000      4.65000      2.33763
      1.50000      4.75000      2.37258
      1.50000      4.85000      5.80962
      1.50000      4.95000      9.70695
      1.50000      5.05000      10.3324
      1.50000      5.15000      11.0927
      1.50000      5.25000      6.13011
      1.50000      5.35000      5.28137
      1.50000      5.45000      5.35603
      1.50000      5.55000      5.86068
      1.50000      5.65000      7.11881
      1.50000      5.75000      7.48846
      1.50000      5.85000      7.35044
      1.50000      5.95000      7.46619
      1.50000      6.05000      7.39367
      1.50000      6.15000      7.97947
      1.50000      6.25000      8.76421
      1.50000      6.35000      6.42848
      1.50000      6.45000      6.36352
      1.50000      6.55000      6.20351
      1.50000      6.65000      6.02940
      1.50000      6.75000      4.84828
      1.50000      6.85000      7.13298
      1.50000      6.95000      99999.0
      1.50000      7.05000      99999.0
      1.50000      7.15000      99999.0
      1.50000      7.25000      99999.0
      1.50000      7.35000      99999.0
      1.50000      7.45000      99999.0
      1.50000      7.55000      99999.0
      1.50000      7.65000      99999.0
      1.50000      7.75000      99999.0
      1.50000      7.85000      99999.0
      1.50000      7.95000      99999.0
      2.50000      1.05000      99999.0
      2.50000      1.15000      99999.0
      2.50000      1.25000      99999.0
      2.50000      1.35000     0.555716
      2.50000      1.45000     0.995414
      2.50000      1.55000      99999.0
      2.50000      1.65000      99999.0
      2.50000      1.75000      99999.0
      2.50000      1.85000      99999.0
      2.50000      1.95000      99999.0
      2.50000      2.05000      99999.0
      2.50000      2.15000      3.48937
      2.50000      2.25000      5.05319
      2.50000      2.35000      4.97531
      2.50000      2.45000      4.74713
      2.50000      2.55000      4.83691
      2.50000      2.65000      5.30783
      2.50000      2.75000      5.72568
      2.50000      2.85000      5.78360
      2.50000      2.95000      6.04572
      2.50000      3.05000      7.20180
      2.50000      3.15000      7.95252
      2.50000      3.25000      7.07801
      2.50000      3.35000      6.64882
      2.50000      3.45000      5.32271
      2.50000      3.55000      3.05190
      2.50000      3.65000      3.45124
      2.50000      3.75000      3.46224
      2.50000      3.85000      3.73048
      2.50000      3.95000      3.72224
      2.50000      4.05000      4.10342
      2.50000      4.15000      4.20469
      2.50000      4.25000      4.73084
      2.50000      4.35000      4.45454
      2.50000      4.45000      4.51400
      2.50000      4.55000      4.62828
      2.50000      4.65000      4.14622
      2.50000      4.75000      4.32446
      2.50000      4.85000      3.88066
      2.50000      4.95000      3.95696
      2.50000      5.05000      4.03407
      2.50000      5.15000      3.92160
      2.50000      5.25000      4.32836
      2.50000      5.35000      4.12526
      2.50000      5.45000      4.10976
      2.50000      5.55000      4.64940
      2.50000      5.65000      4.87616
      2.50000      5.75000      5.18441
      2.50000      5.85000      3.02578
      2.50000      5.95000      99999.0
      2.50000      6.05000      99999.0
      2.50000      6.15000      3.28347
      2.50000      6.25000      99999.0
      2.50000      6.35000      99999.0
      2.50000      6.45000      99999.0
      2.50000      6.55000      99999.0
      2.50000      6.65000      99999.0
      2.50000      6.75000      99999.0
      2.50000      6.85000      99999.0
      2.50000      6.95000      99999.0
      2.50000      7.05000      99999.0
      2.50000      7.15000      99999.0
      2.50000      7.25000      99999.0
      2.50000      7.35000      99999.0
      2.50000      7.45000      99999.0
      2.50000      7.55000      99999.0
      2.50000      7.65000      99999.0
      2.50000      7.75000      99999.0
      2.50000      7.85000      99999.0
      2.50000      7.95000      99999.0
      3.50000      1.05000      99999.0
      3.50000      1.15000      99999.0
      3.50000      1.25000      99999.0
      3.50000      1.35000      99999.0
      3.50000      1.45000      99999.0
      3.50000      1.55000      99999.0
      3.50000      1.65000      99999.0
      3.50000      1.75000      2.21073
      3.50000      1.85000      99999.0
      3.50000      1.95000      2.73612
      3.50000      2.05000      2.47709
      3.50000      2.15000      2.96258
      3.50000      2.25000      2.78559
      3.50000      2.35000      2.95594
      3.50000      2.45000      5.66458
      3.50000      2.55000      4.96347
      3.50000      2.65000      5.81497
      3.50000      2.75000      6.75139
      3.50000      2.85000      3.07377
      3.50000      2.95000      4.22281
      3.50000      3.05000      3.47313
      3.50000      3.15000      4.11689
      3.50000      3.25000      4.37262
      3.50000      3.35000      5.12427
      3.50000      3.45000      4.98943
      3.50000      3.55000      4.66542
      3.50000      3.65000      4.90369
      3.50000      3.75000      4.87040
      3.50000      3.85000      5.04504
      3.50000      3.95000      3.63517
      3.50000      4.05000      3.36258
      3.50000      4.15000      3.41526
      3.50000      4.25000      3.31473
      3.50000      4.35000      3.33525
      3.50000      4.45000      3.54135
      3.50000      4.55000      3.33537
      3.50000      4.65000      3.41942
      3.50000      4.75000      3.26543
      3.50000      4.85000      4.08182
      3.50000      4.95000      4.21352
      3.50000      5.05000      4.40345
      3.50000      5.15000      4.51900
      3.50000      5.25000      4.26806
      3.50000      5.35000      4.24316
      3.50000      5.45000      4.23567
      3.50000      5.55000      4.28731
      3.50000      5.65000      4.80191
      3.50000      5.75000      4.72709
      3.50000      5.85000      4.56911
      3.50000      5.95000      4.45728
      3.50000      6.05000      4.09686
      3.50000      6.15000      4.04381
      3.50000      6.25000      4.59761
      3.50000      6.35000      4.94449
      3.50000      6.45000      4.72530
      3.50000      6.55000      4.24255
      3.50000      6.65000      99999.0
      3.50000      6.75000      99999.0
      3.50000      6.85000      99999.0
      3.50000      6.95000      99999.0
      3.50000      7.05000      99999.0
      3.50000      7.15000      99999.0
      3.50000      7.25000      99999.0
      3.50000      7.35000      99999.0
      3.50000      7.45000      99999.0
      3.50000      7.55000      99999.0
      3.50000      7.65000      99999.0
      3.50000      7.75000      99999.0
      3.50000      7.85000      99999.0
      3.50000      7.95000      99999.0
      4.50000      1.05000      99999.0
      4.50000      1.15000      99999.0
      4.50000      1.25000      99999.0
      4.50000      1.35000      99999.0
      4.50000      1.45000      99999.0
      4.50000      1.55000      99999.0
      4.50000      1.65000      99999.0
      4.50000      1.75000      1.76370
      4.50000      1.85000      2.31297
      4.50000      1.95000      1.79344
      4.50000      2.05000      99999.0
      4.50000      2.15000      99999.0
      4.50000      2.25000      99999.0
      4.50000      2.35000      99999.0
      4.50000      2.45000      99999.0
      4.50000      2.55000      99999.0
      4.50000      2.65000      99999.0
      4.50000      2.75000      99999.0
      4.50000      2.85000      7.59158
      4.50000      2.95000      8.69973
      4.50000      3.05000      9.45289
      4.50000      3.15000      9.91525
      4.50000      3.25000      11.1247
      4.50000      3.35000      99999.0
      4.50000      3.45000      99999.0
      4.50000      3.55000      99999.0
      4.50000      3.65000      3.26399
      4.50000      3.75000      3.38700
      4.50000      3.85000      3.16927
      4.50000      3.95000      3.42081
      4.50000      4.05000      3.62330
      4.50000      4.15000      3.69255
      4.50000      4.25000      3.80322
      4.50000      4.35000      3.91260
      4.50000      4.45000      4.07197
      4.50000      4.55000      4.23495
      4.50000      4.65000      4.32216
      4.50000      4.75000      4.30793
      4.50000      4.85000      4.31729
      4.50000      4.95000      4.32222
      4.50000      5.05000      4.08678
      4.50000      5.15000      3.95699
      4.50000      5.25000      4.19017
      4.50000      5.35000      4.17066
      4.50000      5.45000      4.14645
      4.50000      5.55000      4.14933
      4.50000      5.65000      4.05347
      4.50000      5.75000      4.23359
      4.50000      5.85000      4.38473
      4.50000      5.95000      4.78225
      4.50000      6.05000      8.81921
      4.50000      6.15000      6.08664
      4.50000      6.25000      4.62026
      4.50000      6.35000      4.41242
      4.50000      6.45000      5.13536
      4.50000      6.55000      6.08690
      4.50000      6.65000      5.12880
      4.50000      6.75000      5.29662
      4.50000      6.85000      99999.0
      4.50000      6.95000      99999.0
      4.50000      7.05000      99999.0
      4.50000      7.15000      99999.0
      4.50000      7.25000      99999.0
      4.50000      7.35000      99999.0
      4.50000      7.45000      99999.0
      4.50000      7.55000      99999.0
      4.50000      7.65000      99999.0
      4.50000      7.75000      99999.0
      4.50000      7.85000      99999.0
      4.50000      7.95000      99999.0
      5.50000      1.05000      99999.0
      5.50000      1.15000      99999.0
      5.50000      1.25000      99999.0
      5.50000      1.35000      99999.0
      5.50000      1.45000      99999.0
      5.50000      1.55000      99999.0
      5.50000      1.65000      99999.0
      5.50000      1.75000      99999.0
      5.50000      1.85000      99999.0
      5.50000      1.95000      99999.0
      5.50000      2.05000      99999.0
      5.50000      2.15000      99999.0
      5.50000      2.25000      99999.0
      5.50000      2.35000      99999.0
      5.50000      2.45000      99999.0
      5.50000      2.55000      99999.0
      5.50000      2.65000      99999.0
      5.50000      2.75000      99999.0
      5.50000      2.85000      99999.0
      5.50000      2.95000      99999.0
      5.50000      3.05000      99999.0
      5.50000      3.15000      99999.0
      5.50000      3.25000      3.57936
      5.50000      3.35000      99999.0
      5.50000      3.45000      99999.0
      5.50000      3.55000      5.52729
      5.50000      3.65000      3.74959
      5.50000      3.75000      3.55603
      5.50000      3.85000      6.40228
      5.50000      3.95000      5.65619
      5.50000      4.05000      4.55438
      5.50000      4.15000      3.91981
      5.50000      4.25000      3.88828
      5.50000      4.35000      3.76034
      5.50000      4.45000      3.78243
      5.50000      4.55000      3.88949
      5.50000      4.65000      3.94357
      5.50000      4.75000      3.84851
      5.50000      4.85000      3.62136
      5.50000      4.95000      3.53720
      5.50000      5.05000      3.85462
      5.50000      5.15000      4.39204
      5.50000      5.25000      4.27755
      5.50000      5.35000      4.28665
      5.50000      5.45000      4.24660
      5.50000      5.55000      4.48633
      5.50000      5.65000      4.77840
      5.50000      5.75000      4.79317
      5.50000      5.85000      4.81406
      5.50000      5.95000      4.82774
      5.50000      6.05000      4.71275
      5.50000      6.15000      4.85730
      5.50000      6.25000      5.00747
      5.50000      6.35000      4.94977
      5.50000      6.45000      5.42604
      5.50000      6.55000      5.72179
      5.50000      6.65000      4.84689
      5.50000      6.75000      5.25892
      5.50000      6.85000      99999.0
      5.50000      6.95000      99999.0
      5.50000      7.05000      99999.0
      5.50000      7.15000      99999.0
      5.50000      7.25000      99999.0
      5.50000      7.35000      99999.0
      5.50000      7.45000      99999.0
      5.50000      7.55000      99999.0
      5.50000      7.65000      99999.0
      5.50000      7.75000      99999.0
      5.50000      7.85000      99999.0
      5.50000      7.95000      99999.0
      6.50000      1.05000      99999.0
      6.50000      1.15000      99999.0
      6.50000      1.25000      99999.0
      6.50000      1.35000      99999.0
      6.50000      1.45000      99999.0
      6.50000      1.55000      99999.0
      6.50000      1.65000      99999.0
      6.50000      1.75000      99999.0
      6.50000      1.85000      99999.0
      6.50000      1.95000      99999.0
      6.50000      2.05000      99999.0
      6.50000      2.15000      99999.0
      6.50000      2.25000      99999.0
      6.50000      2.35000      99999.0
      6.50000      2.45000      99999.0
      6.50000      2.55000      7.45145
      6.50000      2.65000      8.26168
      6.50000      2.75000      8.31158
      6.50000      2.85000      8.63187
      6.50000      2.95000      7.63414
      6.50000      3.05000      8.23256
      6.50000      3.15000      8.46970
      6.50000      3.25000      10.2079
      6.50000      3.35000      10.0737
      6.50000      3.45000      9.62699
      6.50000      3.55000      12.1881
      6.50000      3.65000      12.5473
      6.50000      3.75000      12.9024
      6.50000      3.85000      4.94682
      6.50000      3.95000      4.32294
      6.50000      4.05000      2.29625
      6.50000      4.15000      2.28331
      6.50000      4.25000      2.25525
      6.50000      4.35000      2.39452
      6.50000      4.45000      2.87199
      6.50000      4.55000      2.94545
      6.50000      4.65000      6.71181
      6.50000      4.75000      4.95592
      6.50000      4.85000      4.43085
      6.50000      4.95000      4.24229
      6.50000      5.05000      4.44018
      6.50000      5.15000      3.81783
      6.50000      5.25000      4.00908
      6.50000      5.35000      3.82178
      6.50000      5.45000      3.90893
      6.50000      5.55000      4.06722
      6.50000      5.65000      3.91718
      6.50000      5.75000      3.91819
      6.50000      5.85000      3.83666
      6.50000      5.95000      4.30500
      6.50000      6.05000      4.98499
      6.50000      6.15000      5.39247
      6.50000      6.25000      5.64202
      6.50000      6.35000      6.75348
      6.50000      6.45000      5.66472
      6.50000      6.55000      4.30555
      6.50000      6.65000      4.31755
      6.50000      6.75000      4.24707
      6.50000      6.85000      99999.0
      6.50000      6.95000      99999.0
      6.50000      7.05000      99999.0
      6.50000      7.15000      99999.0
      6.50000      7.25000      99999.0
      6.50000      7.35000      99999.0
      6.50000      7.45000      99999.0
      6.50000      7.55000      99999.0
      6.50000      7.65000      99999.0
      6.50000      7.75000      99999.0
      6.50000      7.85000      99999.0
      6.50000      7.95000      99999.0
      7.50000      1.05000      99999.0
      7.50000      1.15000      99999.0
      7.50000      1.25000      99999.0
      7.50000      1.35000      99999.0
      7.50000      1.45000      99999.0
      7.50000      1.55000      99999.0
      7.50000      1.65000      99999.0
      7.50000      1.75000      99999.0
      7.50000      1.85000      2.30363
      7.50000      1.95000      99999.0
      7.50000      2.05000      99999.0
      7.50000      2.15000      99999.0
      7.50000      2.25000      99999.0
      7.50000      2.35000      5.78851
      7.50000      2.45000      5.98180
      7.50000      2.55000      6.28644
      7.50000      2.65000      7.19187
      7.50000      2.75000      7.46770
      7.50000      2.85000      8.22841
      7.50000      2.95000      6.62077
      7.50000      3.05000      6.03115
      7.50000      3.15000      6.12817
      7.50000      3.25000      6.47587
      7.50000      3.35000      5.99284
      7.50000      3.45000      4.68962
      7.50000      3.55000      3.06281
      7.50000      3.65000      3.16359
      7.50000      3.75000      3.30948
      7.50000      3.85000      3.70533
      7.50000      3.95000      2.70914
      7.50000      4.05000      2.66468
      7.50000      4.15000      2.77924
      7.50000      4.25000      2.80646
      7.50000      4.35000      2.89834
      7.50000      4.45000      3.06470
      7.50000      4.55000      3.07689
      7.50000      4.65000      3.07792
      7.50000      4.75000      3.00636
      7.50000      4.85000      3.00138
      7.50000      4.95000      3.02105
      7.50000      5.05000      3.11750
      7.50000      5.15000      3.48158
      7.50000      5.25000      3.48252
      7.50000      5.35000      3.24135
      7.50000      5.45000      3.46237
      7.50000      5.55000      3.64800
      7.50000      5.65000      3.67182
      7.50000      5.75000      4.20142
      7.50000      5.85000      4.45358
      7.50000      5.95000      5.01503
      7.50000      6.05000      4.69786
      7.50000      6.15000      4.38782
      7.50000      6.25000      4.92158
      7.50000      6.35000      5.05215
      7.50000      6.45000      5.67512
      7.50000      6.55000      5.14973
      7.50000      6.65000      99999.0
      7.50000      6.75000      99999.0
      7.50000      6.85000      99999.0
      7.50000      6.95000      99999.0
      7.50000      7.05000      99999.0
      7.50000      7.15000      99999.0
      7.50000      7.25000      99999.0
      7.50000      7.35000      99999.0
      7.50000      7.45000      99999.0
      7.50000      7.55000      99999.0
      7.50000      7.65000      99999.0
      7.50000      7.75000      99999.0
      7.50000      7.85000      99999.0
      7.50000      7.95000      99999.0
      8.50000      1.05000      99999.0
      8.50000      1.15000      99999.0
      8.50000      1.25000      99999.0
      8.50000      1.35000      99999.0
      8.50000      1.45000      99999.0
      8.50000      1.55000      99999.0
      8.50000      1.65000      99999.0
      8.50000      1.75000      99999.0
      8.50000      1.85000      1.77618
      8.50000      1.95000      2.50806
      8.50000      2.05000      2.88458
      8.50000      2.15000      2.95692
      8.50000      2.25000      3.09992
      8.50000      2.35000      2.98842
      8.50000      2.45000      3.87688
      8.50000      2.55000      4.81478
      8.50000      2.65000      5.38835
      8.50000      2.75000      4.98216
      8.50000      2.85000      5.63733
      8.50000      2.95000      5.74387
      8.50000      3.05000      3.68173
      8.50000      3.15000      2.73969
      8.50000      3.25000      3.59601
      8.50000      3.35000      3.45606
      8.50000      3.45000      3.94911
      8.50000      3.55000      4.47103
      8.50000      3.65000      4.08563
      8.50000      3.75000      4.54430
      8.50000      3.85000      5.02452
      8.50000      3.95000      5.15045
      8.50000      4.05000      2.76996
      8.50000      4.15000      2.44549
      8.50000      4.25000      2.46110
      8.50000      4.35000      2.52724
      8.50000      4.45000      2.50896
      8.50000      4.55000      2.69011
      8.50000      4.65000      2.68716
      8.50000      4.75000      2.97757
      8.50000      4.85000      3.13690
      8.50000      4.95000      3.40884
      8.50000      5.05000      3.68863
      8.50000      5.15000      3.98440
      8.50000      5.25000      3.98736
      8.50000      5.35000      3.92310
      8.50000      5.45000      4.07606
      8.50000      5.55000      4.51028
      8.50000      5.65000      4.61271
      8.50000      5.75000      4.75169
      8.50000      5.85000      4.61182
      8.50000      5.95000      5.37755
      8.50000      6.05000      5.02446
      8.50000      6.15000      5.16631
      8.50000      6.25000      99999.0
      8.50000      6.35000      99999.0
      8.50000      6.45000      99999.0
      8.50000      6.55000      99999.0
      8.50000      6.65000      99999.0
      8.50000      6.75000      99999.0
      8.50000      6.85000      99999.0
      8.50000      6.95000      99999.0
      8.50000      7.05000      99999.0
      8.50000      7.15000      99999.0
      8.50000      7.25000      99999.0
      8.50000      7.35000      99999.0
      8.50000      7.45000      99999.0
      8.50000      7.55000      99999.0
      8.50000      7.65000      99999.0
      8.50000      7.75000      99999.0
      8.50000      7.85000      99999.0
      8.50000      7.95000      99999.0
      9.50000      1.05000      99999.0
      9.50000      1.15000      99999.0
      9.50000      1.25000      99999.0
      9.50000      1.35000      99999.0
      9.50000      1.45000      99999.0
      9.50000      1.55000      99999.0
      9.50000      1.65000      1.54348
      9.50000      1.75000      99999.0
      9.50000      1.85000      2.90679
      9.50000      1.95000      3.17456
      9.50000      2.05000      3.75361
      9.50000      2.15000      4.30997
      9.50000      2.25000      4.52788
      9.50000      2.35000      4.67294
      9.50000      2.45000      4.52578
      9.50000      2.55000      4.78518
      9.50000      2.65000      4.35544
      9.50000      2.75000      4.68546
      9.50000      2.85000      4.32517
      9.50000      2.95000      5.69829
      9.50000      3.05000      8.35237
      9.50000      3.15000      8.81586
      9.50000      3.25000      8.83382
      9.50000      3.35000      7.79342
      9.50000      3.45000      7.84884
      9.50000      3.55000      7.92525
      9.50000      3.65000      9.95240
      9.50000      3.75000      8.01579
      9.50000      3.85000      6.28923
      9.50000      3.95000      3.39796
      9.50000      4.05000      3.40265
      9.50000      4.15000      3.15617
      9.50000      4.25000      3.48278
      9.50000      4.35000      3.52263
      9.50000      4.45000      3.62965
      9.50000      4.55000      3.69633
      9.50000      4.65000      3.81858
      9.50000      4.75000      3.62613
      9.50000      4.85000      3.88379
      9.50000      4.95000      4.04304
      9.50000      5.05000      4.26937
      9.50000      5.15000      99999.0
      9.50000      5.25000      99999.0
      9.50000      5.35000      99999.0
      9.50000      5.45000      99999.0
      9.50000      5.55000      99999.0
      9.50000      5.65000      99999.0
      9.50000      5.75000      99999.0
      9.50000      5.85000      99999.0
      9.50000      5.95000      99999.0
      9.50000      6.05000      99999.0
      9.50000      6.15000      99999.0
      9.50000      6.25000      99999.0
      9.50000      6.35000      99999.0
      9.50000      6.45000      99999.0
      9.50000      6.55000      99999.0
      9.50000      6.65000      99999.0
      9.50000      6.75000      99999.0
      9.50000      6.85000      99999.0
      9.50000      6.95000      99999.0
      9.50000      7.05000      99999.0
      9.50000      7.15000      99999.0
      9.50000      7.25000      99999.0
      9.50000      7.35000      99999.0
      9.50000      7.45000      99999.0
      9.50000      7.55000      99999.0
      9.50000      7.65000      99999.0
      9.50000      7.75000      99999.0
      9.50000      7.85000      99999.0
      9.50000      7.95000      99999.0
      10.5000      1.05000      99999.0
      10.5000      1.15000      99999.0
      10.5000      1.25000      99999.0
      10.5000      1.35000      99999.0
      10.5000      1.45000      99999.0
      10.5000      1.55000      99999.0
      10.5000      1.65000      99999.0
      10.5000      1.75000      1.81261
      10.5000      1.85000      2.31586
      10.5000      1.95000      3.20798
      10.5000      2.05000      3.33801
      10.5000      2.15000      3.30907
      10.5000      2.25000      4.17832
      10.5000      2.35000      4.42457
      10.5000      2.45000      4.68222
      10.5000      2.55000      5.04225
      10.5000      2.65000      5.06664
      10.5000      2.75000      5.09073
      10.5000      2.85000      5.39803
      10.5000      2.95000      4.80433
      10.5000      3.05000      4.06662
      10.5000      3.15000      3.92388
      10.5000      3.25000      4.12190
      10.5000      3.35000      4.06702
      10.5000      3.45000      3.73519
      10.5000      3.55000      3.20167
